Entry,Organism (ID),Protein families,Length,Fragment,Source tissues,Toxic dose,PTM Keywords,PTM Summary,Signal peptide,Propeptide,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Mature_length,Active_length,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
P01417,8619,Snake three-finger toxin family,60,,Venom,LD(50) is 0.11 mg/kg by subcutaneous injection.,Disulfide bond,Disulfide bond:4,,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,60,60,Dendroaspis jamesoni kaimosae,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis jamesoni,terrestrial,terrestrial
P01416,8620,Snake three-finger toxin family,60,,Venom,LD(50) is 0.09 mg/kg by subcutaneous injection.,Disulfide bond,Disulfide bond:4,,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,60,60,Dendraspis polylepis polylepis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,terrestrial,terrestrial
P01418,8621,Snake three-finger toxin family,60,,Venom,LD(50) is 0.08 mg/kg by intraperitoneal injection.,Disulfide bond,Disulfide bond:4,,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,60,60,Dendroaspis viridis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis viridis,terrestrial,terrestrial
P01425,8626,Snake three-finger toxin family,61,,Venom,LD(50) is 0.11 mg/kg by intravenous injection.,Disulfide bond,Disulfide bond:4,,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,61,61,Hemachatus haemachatus,Chordata,Lepidosauria,Squamata,Elapidae,Hemachatus,Hemachatus haemachatus,terrestrial,terrestrial
A8HDJ9,196418,Snake three-finger toxin family,81,,Venom gland,,Disulfide bond,Disulfide bond:4,Yes,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology,both,60,60,Hoplocephalus stephensii,Chordata,Lepidosauria,Squamata,Elapidae,Hoplocephalus,Hoplocephalus stephensii,terrestrial,terrestrial
P25494,8686,Snake three-finger toxin family,60,,Venom,,Disulfide bond,Disulfide bond:4,,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,60,60,Hydrophis cyanocinctus,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis cyanocinctus,marine,marine
P68416,8781,Snake three-finger toxin family,81,,Venom; Venom gland,LD(50) is 0.0956 mg/kg by intraperitoneal injection into mice.,Disulfide bond,Disulfide bond:4,Yes,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,60,60,Hydrophis hardwickii,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis hardwickii,marine,marine
P01437,8684,Snake three-finger toxin family,60,,Venom,LD(50) is 0.09 mg/kg by intramuscular injection into mice.,Disulfide bond,Disulfide bond:4,,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,60,60,Hydrophis lapemoides,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis lapemoides,marine,marine
Q2VBN4,8665,Snake three-finger toxin family,84,,Venom; Venom gland,,Disulfide bond,Disulfide bond:4,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,63,63,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
Q2VBN7,8665,Snake three-finger toxin family,84,,Venom; Venom gland,,Disulfide bond,Disulfide bond:4,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,63,63,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
Q53B46,8665,Snake three-finger toxin family,84,,Venom; Venom gland,,Disulfide bond,Disulfide bond:4,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,63,63,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
Q69CK0,8665,Snake three-finger toxin family,84,,Venom; Venom gland,,Disulfide bond,Disulfide bond:4,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,63,63,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
Q2VBN8,8665,Snake three-finger toxin family,84,,Venom; Venom gland,,Disulfide bond,Disulfide bond:4,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,63,63,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
P0C1Y9,8618,Snake three-finger toxin family,61,,Venom,,Disulfide bond,Disulfide bond:4,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,61,61,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
P0C1Z0,8618,Snake three-finger toxin family,61,,Venom,LD(50) is >20 mg/kg by intravenous injection.,Disulfide bond,Disulfide bond:4,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,61,61,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
P25681,8620,Snake three-finger toxin family,61,,Venom,LD(50) is 2.1 +/- 0.2 mg/kg by intravenous injection.,Disulfide bond,Disulfide bond:4,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,61,61,Dendraspis polylepis polylepis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,terrestrial,terrestrial
Q9PS08,8618,Snake three-finger toxin family,30,fragment,Venom,,Disulfide bond,Disulfide bond:1,,,GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,30,30,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
P60234,8618,Snake three-finger toxin family,65,,Venom,,Disulfide bond,Disulfide bond:4,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,65,65,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
P60235,8618,Snake three-finger toxin family,40,fragment,Venom,,Disulfide bond,Disulfide bond:1,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,40,40,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
P60236,8618,Snake three-finger toxin family,40,fragment,Venom,,Disulfide bond,Disulfide bond:1,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,40,40,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
P85092,8618,Snake three-finger toxin family,65,,Venom,,Disulfide bond,Disulfide bond:4,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,65,65,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
P86419,8618,Snake three-finger toxin family,66,,Venom,,Disulfide bond,Disulfide bond:4,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,66,66,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
Q53B49,8665,Snake three-finger toxin family,86,,Venom; Venom gland,,Disulfide bond,Disulfide bond:4,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,65,65,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
P25518,8620,Snake three-finger toxin family,65,,Venom,LD(50) is 56 mg/kg by intravenous injection.,Disulfide bond,Disulfide bond:4,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,65,65,Dendraspis polylepis polylepis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,terrestrial,terrestrial
P0DQP2,2032609,Snake three-finger toxin family,84,fragment,Venom; Venom gland,,Disulfide bond,Disulfide bond:5,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,65,65,Dendroaspis jamesoni jamesoni,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis jamesoni,terrestrial,terrestrial
P81030,8618,Snake three-finger toxin family,66,,Venom,,Disulfide bond,Disulfide bond:4,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,66,66,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
P18328,8618,Snake three-finger toxin family,86,,Venom; Venom gland,,Disulfide bond,Disulfide bond:4,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,65,65,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
C0JAW5,424440,Arthropod phospholipase D family,273,fragment,Venom gland,,Disulfide bond; Glycoprotein,Disulfide bond:2; Glycosylation:1,,,GO:0031640 (killing of cells of another organism); GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0016829 (lyase activity); GO:0046872 (metal ion binding); GO:0008081 (phosphoric diester hydrolase activity); GO:0090729 (toxin activity),GO:0031640 (killing of cells of another organism); GO:0016042 (lipid catabolic process),GO:0005576 (extracellular region),GO:0016829 (lyase activity); GO:0046872 (metal ion binding); GO:0008081 (phosphoric diester hydrolase activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,273,273,Loxosceles deserta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles deserta,terrestrial,terrestrial
C0JAY3,571529,Arthropod phospholipase D family,273,fragment,Venom gland,,Disulfide bond,Disulfide bond:2,,,GO:0031640 (killing of cells of another organism); GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0016829 (lyase activity); GO:0046872 (metal ion binding); GO:0008081 (phosphoric diester hydrolase activity); GO:0090729 (toxin activity),GO:0031640 (killing of cells of another organism); GO:0016042 (lipid catabolic process),GO:0005576 (extracellular region),GO:0016829 (lyase activity); GO:0046872 (metal ion binding); GO:0008081 (phosphoric diester hydrolase activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,273,273,Loxosceles sabina,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles sabina,terrestrial,terrestrial
C0JAW2,571518,Arthropod phospholipase D family,273,fragment,Venom gland,,Disulfide bond; Glycoprotein,Disulfide bond:2; Glycosylation:1,,,GO:0031640 (killing of cells of another organism); GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0016829 (lyase activity); GO:0046872 (metal ion binding); GO:0008081 (phosphoric diester hydrolase activity); GO:0090729 (toxin activity),GO:0031640 (killing of cells of another organism); GO:0016042 (lipid catabolic process),GO:0005576 (extracellular region),GO:0016829 (lyase activity); GO:0046872 (metal ion binding); GO:0008081 (phosphoric diester hydrolase activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,273,273,Loxosceles apachea,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles apachea,terrestrial,terrestrial
C0JAW0,196454,Arthropod phospholipase D family,273,fragment,Venom gland,,Disulfide bond; Glycoprotein,Disulfide bond:2; Glycosylation:1,,,GO:0031640 (killing of cells of another organism); GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0016829 (lyase activity); GO:0046872 (metal ion binding); GO:0008081 (phosphoric diester hydrolase activity); GO:0090729 (toxin activity),GO:0031640 (killing of cells of another organism); GO:0016042 (lipid catabolic process),GO:0005576 (extracellular region),GO:0016829 (lyase activity); GO:0046872 (metal ion binding); GO:0008081 (phosphoric diester hydrolase activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,273,273,Loxosceles arizonica,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles arizonica,terrestrial,terrestrial
P0C2K0,283164,Arthropod phospholipase D family,33,fragment,Venom,,Disulfide bond,,,,GO:0031640 (killing of cells of another organism); GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0016829 (lyase activity); GO:0046872 (metal ion binding); GO:0008081 (phosphoric diester hydrolase activity); GO:0090729 (toxin activity),GO:0031640 (killing of cells of another organism); GO:0016042 (lipid catabolic process),GO:0005576 (extracellular region),GO:0016829 (lyase activity); GO:0046872 (metal ion binding); GO:0008081 (phosphoric diester hydrolase activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,33,33,Loxosceles boneti,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles boneti,terrestrial,terrestrial
