identifier,Protein families,Phylum,has_signal_peptide
P60590,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P60774,Snake three-finger toxin family,Chordata,no
A8HDK0,Snake three-finger toxin family,Chordata,yes
Q45Z11,Snake three-finger toxin family,Chordata,yes
P25497,Snake three-finger toxin family,Chordata,yes
P0DXT0,Snake three-finger toxin family,Chordata,no
A8HDJ4,Snake three-finger toxin family,Chordata,yes
A8HDJ5,Snake three-finger toxin family,Chordata,yes
F8J2G3,Snake three-finger toxin family,Chordata,yes
P19959,Snake three-finger toxin family,Chordata,yes
A8HDJ8,Snake three-finger toxin family,Chordata,yes
P01433,Snake three-finger toxin family,Chordata,no
Q8UW26,Snake three-finger toxin family,Chordata,yes
Q5UFR7,Snake three-finger toxin family,Chordata,yes
P10457,Snake three-finger toxin family,Chordata,yes
Q9YGW9,Snake three-finger toxin family,Chordata,yes
P01422,Snake three-finger toxin family,Chordata,no
P25675,Snake three-finger toxin family,Chordata,no
C0HM08,Snake three-finger toxin family,Chordata,no
P81031,Snake three-finger toxin family,Chordata,no
Q9PSN1,Snake three-finger toxin family,Chordata,no
Q2VBN1,Snake three-finger toxin family,Chordata,yes
Q8QGR0,Snake three-finger toxin family,Chordata,yes
Q2VBN0,Snake three-finger toxin family,Chordata,yes
P80494,Snake three-finger toxin family,Chordata,no
P80495,Snake three-finger toxin family,Chordata,no
P01410,Snake three-finger toxin family,Chordata,no
P01411,Snake three-finger toxin family,Chordata,no
P01408,Snake three-finger toxin family,Chordata,no
P01409,Snake three-finger toxin family,Chordata,no
P17696,Snake three-finger toxin family,Chordata,yes
P01407,Snake three-finger toxin family,Chordata,no
P25684,Snake three-finger toxin family,Chordata,no
P01414,Snake three-finger toxin family,Chordata,no
P25683,Snake three-finger toxin family,Chordata,no
P22947,Snake three-finger toxin family,Chordata,no
C0HJT5,Snake three-finger toxin family,Chordata,no
Q9W717,Snake three-finger toxin family,Chordata,yes
P83346,Snake three-finger toxin family,Chordata,no
Q5YD77,Arthropod phospholipase D family,Arthropoda,no
Q5BLY5,Other,Arthropoda,yes
A0A2R4SV19,Other,Arthropoda,yes
P83563,Other,Arthropoda,yes
P84715,Other,Chordata,yes
P0DW51,Other,Arthropoda,no
Q86QT2,,Arthropoda,yes
P01500,,Arthropoda,yes
A0A0D4WV12,Arthropod phospholipase D family,Arthropoda,no
P0DV81,Other,Chordata,no
P0C7S8,Other,Arthropoda,no
P0DV80,Other,Chordata,no
P31351,Other,Chordata,no
P0DOZ3,,Mollusca,no
P0C844,Other,Mollusca,no
P0C849,Other,Mollusca,no
C0HKF6,Other,Mollusca,yes
A1X8B9,Other,Mollusca,yes
Q9XZK7,Other,Mollusca,yes
P0CY78,Other,Mollusca,yes
Q9BP56,Other,Mollusca,yes
P60976,Other,Arthropoda,yes
U5KJJ1,Other,Chordata,yes
L0GBR1,Other,Arthropoda,yes
P0C8S5,,Mollusca,yes
P0DTJ9,Other,Mollusca,yes
W4VSG7,Other,Mollusca,yes
Q9BH51,Other,Mollusca,yes
P0C1N6,Other,Mollusca,yes
P0DPJ6,Other,Mollusca,no
P0DQM8,Other,Mollusca,no
P0CG45,Other,Mollusca,no
P0DPJ7,Other,Mollusca,no
P69769,Other,Mollusca,yes
A0A2I6EDL2,Other,Mollusca,yes
P0DQO8,Other,Mollusca,no
P0DPJ8,Other,Mollusca,no
P58926,Other,Mollusca,no
P58927,Other,Mollusca,yes
P0DP12,Other,Mollusca,no
P0DUR3,Other,Mollusca,no
P0DUR4,Other,Mollusca,no
D6C4L8,Other,Mollusca,yes
A0A125S9E9,Other,Mollusca,yes
Q2I2P8,Other,Mollusca,yes
A0A5C2A2T2,Phospholipase A2 family,Mollusca,yes
A0A5C1ZXT8,Phospholipase A2 family,Mollusca,yes
A0A5C1ZW08,Phospholipase A2 family,Mollusca,yes
P0DUA9,,Mollusca,yes
P0DUC7,Other,Mollusca,no
P0DP20,Other,Mollusca,no
P0DP17,Other,Mollusca,no
P0DP13,Other,Mollusca,no
P0DP14,Other,Mollusca,no
P58785,Other,Mollusca,no
Q7ZT99,Other,Chordata,yes
A6MFK9,Other,Chordata,yes
F8J2D4,Other,Chordata,yes
P0DMT4,Other,Chordata,no
Q8JI40,Other,Chordata,yes
Q91055,Other,Chordata,yes
Q3SB03,Other,Chordata,yes
Q8JI38,Other,Chordata,yes
Q3SB04,Other,Chordata,yes
Q7ZT98,Other,Chordata,yes
Q3SB06,Other,Chordata,yes
Q3SB07,Other,Chordata,yes
Q09GJ9,Other,Chordata,yes
D6C4H5,Other,Mollusca,yes
P0C906,Other,Mollusca,yes
Q3YEG9,Other,Mollusca,yes
Q9BPF3,Other,Mollusca,yes
Q9BPF1,Other,Mollusca,yes
P0C907,Other,Mollusca,yes
D2Y173,Other,Mollusca,yes
Q3YEH7,Other,Mollusca,yes
Q9BH86,Other,Mollusca,yes
Q9BPG0,Other,Mollusca,yes
D2Y174,Other,Mollusca,yes
Q1A3Q8,Other,Mollusca,yes
P0C641,Other,Mollusca,yes
C0KYC5,Other,Mollusca,yes
Q9BPE0,Other,Mollusca,yes
Q1A3Q6,Other,Mollusca,yes
C0KYC6,Other,Mollusca,yes
Q1A3Q5,Other,Mollusca,yes
Q3YEH2,Other,Mollusca,yes
Q1A3Q7,Other,Mollusca,yes
Q9BPG6,Other,Mollusca,yes
P81755,Other,Mollusca,yes
P58848,Other,Mollusca,no
P0DQQ7,Other,Mollusca,no
P0DJL6,Other,Mollusca,no
Q1A3Q1,Other,Mollusca,yes
P69764,Other,Mollusca,yes
Q9U6Z6,Other,Mollusca,yes
P84845,Other,Mollusca,yes
D6C4H6,,Mollusca,no
B3FIA6,Other,Mollusca,yes
B3FIA5,Other,Mollusca,yes
B1P1J3,Other,Arthropoda,yes
E3P6P1,Other,Chordata,yes
E3P6P0,Other,Chordata,yes
E3P6P3,Other,Chordata,yes
E3P6P4,Other,Chordata,yes
E3P6P2,Other,Chordata,yes
E3P6N5,Other,Chordata,yes
E3P6N6,Other,Chordata,yes
Q2XXN5,Other,Chordata,yes
E3P6N8,Other,Chordata,yes
E3P6N7,Other,Chordata,yes
E3P6N4,Other,Chordata,yes
P0CF77,Other,Arthropoda,no
P0CH43,Other,Arthropoda,no
D2Y205,Other,Arthropoda,yes
D2Y207,Other,Arthropoda,yes
D2Y208,Other,Arthropoda,yes
D2Y209,Other,Arthropoda,yes
D2Y211,Other,Arthropoda,yes
D2Y212,Other,Arthropoda,yes
D2Y228,Other,Arthropoda,yes
D2Y229,Other,Arthropoda,yes
D2Y230,Other,Arthropoda,yes
D2Y2D5,Other,Arthropoda,yes
D2Y2D6,Other,Arthropoda,yes
D2Y206,Other,Arthropoda,yes
D2Y2I9,Other,Arthropoda,yes
D2Y210,Other,Arthropoda,yes
D2Y2K5,Other,Arthropoda,yes
D2Y2K6,Other,Arthropoda,yes
D2Y2J8,Other,Arthropoda,yes
D2Y219,Other,Arthropoda,yes
D2Y220,Other,Arthropoda,yes
D2Y221,Other,Arthropoda,yes
D2Y231,Other,Arthropoda,yes
D2Y222,Other,Arthropoda,yes
D2Y223,Other,Arthropoda,yes
D2Y224,Other,Arthropoda,yes
D2Y225,Other,Arthropoda,yes
D2Y226,Other,Arthropoda,yes
D2Y227,Other,Arthropoda,yes
D2Y2D4,Other,Arthropoda,yes
D2Y2J1,Other,Arthropoda,yes
D2Y2J2,Other,Arthropoda,yes
D2Y2J3,Other,Arthropoda,yes
D2Y2J4,Other,Arthropoda,yes
D2Y2J5,Other,Arthropoda,yes
D2Y2J6,Other,Arthropoda,yes
D2Y2J9,Other,Arthropoda,yes
D2Y2K0,Other,Arthropoda,yes
D2Y2I3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y1Y4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y1Y5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y1Z3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y1Z5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y1Z6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y1Y6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y1Y7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y1Y8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y1Y9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y1Z0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y1Z1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y1Z2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P0DL64,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
G4V4G1,,Arthropoda,yes
P59888,Phospholipase A2 family,Arthropoda,yes
P0CH54,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1C2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1D4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1D3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P83974,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1B7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1B8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1E8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1E9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1F0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1F1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1F2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1H2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1E4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1A0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1F7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1D7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1D8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
L0GCW2,Other,Arthropoda,yes
Q5WQZ7,Other,Arthropoda,yes
Q5WQZ9,Other,Arthropoda,yes
P0DL47,Other,Arthropoda,yes
P0C2F4,Other,Arthropoda,yes
Q0GY40,Other,Arthropoda,yes
P56972,Other,Arthropoda,yes
Q86QU4,Other,Arthropoda,no
Q86QU3,Other,Arthropoda,no
Q86QV8,Other,Arthropoda,no
P59940,Other,Arthropoda,no
Q86QV9,Other,Arthropoda,no
Q86QU2,Other,Arthropoda,no
Q86QV1,Other,Arthropoda,no
P0C5F0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0C5F1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P58910,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0C1N5,Other,Mollusca,yes
C0HKZ3,Other,Mollusca,no
P0DPL2,Other,Mollusca,no
P0DPL3,Other,Mollusca,no
C0HL98,Other,Arthropoda,no
P0DRA1,Other,Arthropoda,yes
P0DQZ4,Other,Arthropoda,yes
P0C1Q8,Other,Arthropoda,no
P0DX32,Other,Arthropoda,no
P0DQT3,Other,Arthropoda,no
P84915,Other,Arthropoda,no
P69035,Other,Arthropoda,no
P0DRA2,Other,Arthropoda,yes
P0C1Q9,Other,Arthropoda,no
P0DX33,Other,Arthropoda,no
P84914,Other,Arthropoda,no
P69036,Other,Arthropoda,no
P0DQZ5,Other,Arthropoda,yes
A6MFL5,Other,Chordata,yes
Q3HXY0,Other,Chordata,yes
Q5YF90,Other,Chordata,yes
Q3HXY7,Other,Chordata,yes
Q3HXZ1,Other,Chordata,yes
Q3HXY3,Other,Chordata,yes
Q3HXY9,Other,Chordata,yes
Q3HXX8,Other,Chordata,yes
A6MFL6,Other,Chordata,yes
Q3HXX9,Other,Chordata,yes
Q5YF89,Other,Chordata,yes
Q3HXY6,Other,Chordata,yes
Q3HXZ0,Other,Chordata,yes
Q3HXY2,Other,Chordata,yes
Q3HXY8,Other,Chordata,yes
Q75WH5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P0DP95,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0C201,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
A0A1S4NYE8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DP98,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
Q9BP82,Conotoxin O1 superfamily,Mollusca,yes
Q9U657,Conotoxin O1 superfamily,Mollusca,yes
Q9BP81,Conotoxin O1 superfamily,Mollusca,yes
Q9BP96,Conotoxin O1 superfamily,Mollusca,yes
Q9BP80,Conotoxin O1 superfamily,Mollusca,yes
Q9BP95,Conotoxin O1 superfamily,Mollusca,yes
Q9BP79,Conotoxin O1 superfamily,Mollusca,yes
Q9BP94,Conotoxin O1 superfamily,Mollusca,yes
Q9BP78,Conotoxin O1 superfamily,Mollusca,yes
P0DTY0,Conotoxin O1 superfamily,Mollusca,yes
Q9BP93,Conotoxin O1 superfamily,Mollusca,yes
Q9BP77,Conotoxin O1 superfamily,Mollusca,yes
D2Y495,Conotoxin O1 superfamily,Mollusca,yes
Q9XYZ0,Conotoxin O1 superfamily,Mollusca,yes
D2Y496,Conotoxin O1 superfamily,Mollusca,yes
P0C8V5,Conotoxin O1 superfamily,Mollusca,yes
P0CB09,Conotoxin O1 superfamily,Mollusca,yes
Q5K0C4,Conotoxin O1 superfamily,Mollusca,yes
P0DTZ7,Conotoxin O1 superfamily,Mollusca,yes
P0DUA0,Conotoxin O1 superfamily,Mollusca,yes
P0DJB2,,Mollusca,no
A0A3G3C7S6,Conotoxin O1 superfamily,Mollusca,yes
Q9BP99,Conotoxin O1 superfamily,Mollusca,yes
P0C8V7,Conotoxin O1 superfamily,Mollusca,yes
P0CB11,Conotoxin O1 superfamily,Mollusca,yes
P0CY62,Conotoxin O1 superfamily,Mollusca,yes
Q5K0C0,Conotoxin O1 superfamily,Mollusca,yes
P0C904,Conotoxin O1 superfamily,Mollusca,yes
Q2I2R2,Conotoxin O1 superfamily,Mollusca,yes
Q3YED1,Conotoxin O1 superfamily,Mollusca,yes
Q5K0D7,Conotoxin O1 superfamily,Mollusca,yes
P0DW78,Conotoxin O1 superfamily,Mollusca,yes
Q9XZL0,Conotoxin O1 superfamily,Mollusca,yes
P69760,Conotoxin O1 superfamily,Mollusca,yes
Q5K0C5,Conotoxin O1 superfamily,Mollusca,yes
Q3YEG4,Conotoxin O1 superfamily,Mollusca,yes
Q3YEG3,Conotoxin O1 superfamily,Mollusca,yes
Q9BP97,Conotoxin O1 superfamily,Mollusca,yes
Q9BHB7,Other,Mollusca,yes
Q9BPD0,Other,Mollusca,yes
A0A125S9F2,Other,Mollusca,yes
Q9BPC1,Other,Mollusca,yes
Q9BPC9,Other,Mollusca,yes
Q9BPB9,Other,Mollusca,yes
Q9BPC7,Other,Mollusca,yes
Q3YEF9,Other,Mollusca,yes
Q9BPC6,Other,Mollusca,yes
Q3YEF7,Other,Mollusca,yes
Q9BPB0,Other,Mollusca,yes
Q3YEF8,Other,Mollusca,yes
Q9BPC5,Other,Mollusca,yes
Q9BPC4,Other,Mollusca,yes
A0A3G3C7V6,Other,Mollusca,yes
Q9BPC2,Other,Mollusca,yes
G1AS73,Other,Mollusca,yes
Q9BPC3,Other,Mollusca,yes
Q9BPA7,Other,Mollusca,yes
G1AS74,Other,Mollusca,yes
W4VSF6,Other,Mollusca,yes
Q9BP64,Other,Mollusca,yes
Q9BP63,Other,Mollusca,yes
Q9BP62,Other,Mollusca,yes
Q9BP72,Other,Mollusca,yes
Q9BP61,Other,Mollusca,yes
Q9BP71,Other,Mollusca,yes
Q9BP58,Other,Mollusca,yes
Q9BP70,Other,Mollusca,yes
Q9BP59,Other,Mollusca,yes
Q9BP67,Other,Mollusca,yes
Q9BP66,Other,Mollusca,yes
Q9BP65,Other,Mollusca,yes
Q9BP68,Other,Mollusca,yes
Q9BP76,Other,Mollusca,yes
Q9BP75,Other,Mollusca,yes
Q9BP74,Other,Mollusca,yes
Q9BP73,Other,Mollusca,yes
Q6STF1,Other,Chordata,yes
J7H670,Other,Chordata,yes
A0A2U8QPE6,Other,Chordata,yes
Q4JHE2,Other,Chordata,yes
P81383,Other,Chordata,yes
Q4JHE3,Other,Chordata,yes
Q4JHE1,Other,Chordata,yes
B0VXW0,Other,Chordata,yes
P0DKR3,Phospholipase A2 family,Chordata,no
Q6H3D0,Phospholipase A2 family,Chordata,yes
Q9PUH3,Phospholipase A2 family,Chordata,yes
Q2YHJ5,Phospholipase A2 family,Chordata,no
Q7ZTA6,Phospholipase A2 family,Chordata,yes
Q9PUH2,Phospholipase A2 family,Chordata,yes
Q9PVE9,Phospholipase A2 family,Chordata,yes
Q92086,Phospholipase A2 family,Chordata,yes
Q6H3C9,Phospholipase A2 family,Chordata,yes
Q9PUH1,Phospholipase A2 family,Chordata,yes
Q7ZTA7,Phospholipase A2 family,Chordata,yes
Q9I900,Phospholipase A2 family,Chordata,yes
P86805,Phospholipase A2 family,Chordata,no
Q8UUH9,Phospholipase A2 family,Chordata,yes
P20253,Phospholipase A2 family,Chordata,no
P86806,Phospholipase A2 family,Chordata,no
P86169,Phospholipase A2 family,Chordata,no
P24027,Phospholipase A2 family,Chordata,yes
Q9I847,Phospholipase A2 family,Chordata,yes
P81166,Phospholipase A2 family,Chordata,no
P59264,Phospholipase A2 family,Chordata,no
P20254,Phospholipase A2 family,Chordata,no
P20258,Phospholipase A2 family,Chordata,no
P23026,Phospholipase A2 family,Chordata,yes
P00626,Phospholipase A2 family,Chordata,yes
P0CG56,Phospholipase A2 family,Chordata,no
C0HJC1,Phospholipase A2 family,Chordata,no
P0DMI6,Phospholipase A2 family,Arthropoda,yes
P0C8L9,Phospholipase A2 family,Arthropoda,yes
Q6T178,Phospholipase A2 family,Arthropoda,yes
P0DKU2,Phospholipase A2 family,Arthropoda,yes
C0HLF0,Phospholipase A2 family,Chordata,no
J3SBP3,Other,Chordata,yes
A0A6B9KZ89,Other,Arthropoda,yes
A0A6B9KZ79,Other,Arthropoda,yes
A0A6B9L3M7,Other,Arthropoda,yes
A0A6B9KZ59,Other,Arthropoda,yes
A7ISW2,Other,Chordata,yes
A7ISW1,Other,Chordata,yes
Q9YIB5,Other,Chordata,yes
Q90YA8,Other,Chordata,yes
P0DX49,Other,Arthropoda,yes
Q9UAC9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9UAC8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P56678,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P59356,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P59357,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q8WRY4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q95WC9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
F1CGT6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P09981,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P45698,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
H1ZZH8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HLZ0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q9BLM4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P60255,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P17728,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P01490,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
O61705,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9BLM3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P01486,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60256,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P58296,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P61095,Other,Arthropoda,no
P61096,Other,Arthropoda,no
P61097,Other,Arthropoda,no
P61098,Other,Arthropoda,no
P61099,Other,Arthropoda,no
P19856,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
O61668,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P15147,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P80962,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P59863,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P24336,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P82812,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0C5H2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q26292,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P19855,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P68727,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0C5I3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0C5I4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0C5I5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0C5I6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q7LZK5,Other,Chordata,no
P0C929,Other,Chordata,no
O93426,Other,Chordata,yes
P81508,Other,Chordata,no
Q38L02,Other,Chordata,yes
P81017,Other,Chordata,no
Q7T2Q1,Other,Chordata,yes
Q9YGG9,Other,Chordata,yes
Q9YGN5,Other,Chordata,yes
Q09GJ8,Other,Chordata,yes
E2DQZ6,Other,Chordata,yes
E2DQZ5,Other,Chordata,yes
Q4PRD1,Other,Chordata,yes
Q7T045,Other,Chordata,yes
Q4PRD2,Other,Chordata,yes
Q696W1,Other,Chordata,yes
Q9I840,Other,Chordata,yes
P0CI52,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0CI81,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0CI59,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0CI55,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q7M4I3,Peptidase S1 family,Arthropoda,no
Q7Z269,Peptidase S1 family,Arthropoda,yes
Q98989,Other,Chordata,no
A0ZSK3,Other,Chordata,no
P0C1R2,Other,Arthropoda,no
P0DQO4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DXA1,,Arthropoda,yes
P0DN58,Other,Mollusca,yes
P0DN45,Other,Mollusca,yes
P0DN61,,Mollusca,yes
P86302,Other,Arthropoda,no
P86303,Other,Arthropoda,no
P86304,Other,Arthropoda,no
P86305,Other,Arthropoda,no
P86306,Other,Arthropoda,no
Q8MMG9,Other,Arthropoda,yes
P0DKM3,,Mollusca,yes
P0DKM6,,Mollusca,no
D5KXH3,,Mollusca,yes
P0DKT5,Other,Mollusca,yes
D5KXG8,,Mollusca,yes
P0DKM7,Other,Mollusca,yes
P0DKT2,Other,Mollusca,yes
D5KXH6,,Mollusca,yes
P0DKT4,Other,Mollusca,yes
P0DKT1,Other,Mollusca,yes
P0DKT3,Other,Mollusca,yes
D5KXH2,,Mollusca,yes
D5KXG7,,Mollusca,yes
D5KXH0,Other,Mollusca,yes
B6DD55,Other,Arthropoda,yes
O76201,Other,Arthropoda,yes
P81791,Other,Arthropoda,yes
P49267,Other,Arthropoda,no
P49269,Other,Arthropoda,no
P49270,Other,Arthropoda,no
P49272,Other,Arthropoda,no
P0DPW6,Other,Arthropoda,yes
P0DQX9,Other,Arthropoda,yes
P0DSL4,Other,Arthropoda,yes
P83895,Other,Arthropoda,no
P83909,Other,Arthropoda,no
P0DL38,Other,Arthropoda,yes
A0A8U0LTT7,Other,Arthropoda,yes
P81793,Other,Arthropoda,yes
B1P1I1,Other,Arthropoda,yes
D2Y2B6,Other,Arthropoda,yes
P0DL36,Other,Arthropoda,yes
B1P1I2,Other,Arthropoda,yes
D2Y2B7,Other,Arthropoda,yes
B1P1I4,Other,Arthropoda,yes
D2Y2B8,Other,Arthropoda,yes
B1P1I5,Other,Arthropoda,yes
D2Y2B9,Other,Arthropoda,yes
B1P1I6,Other,Arthropoda,yes
D2Y2D9,Other,Arthropoda,yes
B1P1I3,Other,Arthropoda,yes
D2Y2D8,Other,Arthropoda,yes
P0C299,Other,Arthropoda,no
P0DMD8,Other,Arthropoda,yes
P83910,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B6DCS5,Other,Arthropoda,yes
B6DCS6,Other,Arthropoda,yes
B6DCS7,Other,Arthropoda,yes
B6DCS8,Other,Arthropoda,yes
A0A6M3Z9I6,Other,Arthropoda,yes
P83902,Other,Arthropoda,no
P84014,Other,Arthropoda,no
P81792,Other,Arthropoda,yes
P84031,Other,Arthropoda,no
P0C2S7,Other,Arthropoda,yes
P83901,Other,Arthropoda,no
P0C2S8,Other,Arthropoda,yes
P84011,Other,Arthropoda,no
A0A023W0V6,Other,Arthropoda,yes
B6DD45,Other,Arthropoda,yes
B6DD46,Other,Arthropoda,yes
B6DD47,Other,Arthropoda,yes
B6DD48,Other,Arthropoda,yes
B6DD49,Other,Arthropoda,yes
B6DD50,Other,Arthropoda,yes
B6DD51,Other,Arthropoda,yes
P0DQB9,Other,Arthropoda,yes
P0DQH1,Other,Arthropoda,yes
P0DQB7,Other,Arthropoda,yes
P0DQB8,Other,Arthropoda,yes
P0DQB6,Other,Arthropoda,yes
A0A2L0ART2,Other,Arthropoda,yes
P0DQC0,Other,Arthropoda,yes
P0DQC1,Other,Arthropoda,yes
P0DPT5,Other,Arthropoda,yes
V5N6J4,Other,Arthropoda,yes
P0DXZ7,,Arthropoda,no
D5J6X1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P0DQG0,Other,Arthropoda,yes
P36990,,Arthropoda,no
P0DL80,Other,Arthropoda,no
P0DQG1,Other,Arthropoda,yes
P0DL79,Other,Arthropoda,no
P85497,Other,Arthropoda,no
P61230,Other,Arthropoda,no
P0DM14,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P60514,Other,Arthropoda,no
P85504,Other,Arthropoda,no
P61231,Other,Arthropoda,no
P49268,Other,Arthropoda,no
P0DMD9,Other,Arthropoda,yes
P49266,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P49271,Other,Arthropoda,no
P36989,,Arthropoda,no
P0DUT4,Other,Arthropoda,yes
Q0ZZJ6,Other,Chordata,yes
A0RZC6,Other,Chordata,yes
J3S836,Other,Chordata,yes
Q91132,Other,Chordata,yes
I2C090,Other,Chordata,yes
P0DRA0,Other,Arthropoda,yes
C9WMM5,Other,Arthropoda,yes
A6MGY1,Venom Kunitz-type family,Chordata,yes
B5L5Q1,Venom Kunitz-type family,Chordata,yes
F8J2F5,Venom Kunitz-type family,Chordata,yes
P25660,Venom Kunitz-type family,Chordata,no
D2Y2C2,Venom Kunitz-type family,Arthropoda,yes
Q8AY43,Venom Kunitz-type family,Chordata,yes
G9I929,Venom Kunitz-type family,Chordata,yes
P0CY85,Venom Kunitz-type family,Mollusca,yes
A8Y7P1,Venom Kunitz-type family,Chordata,yes
A8Y7P2,Venom Kunitz-type family,Chordata,yes
A8Y7P3,Venom Kunitz-type family,Chordata,yes
A8Y7P4,Venom Kunitz-type family,Chordata,yes
A8Y7P5,Venom Kunitz-type family,Chordata,yes
A8Y7P6,Venom Kunitz-type family,Chordata,yes
A8Y7P0,Venom Kunitz-type family,Chordata,yes
Q8AY42,Venom Kunitz-type family,Chordata,yes
P85420,Venom metalloproteinase (M12B) family,Chordata,no
P0DQT6,Venom metalloproteinase (M12B) family,Chordata,no
Q9W7S2,Venom metalloproteinase (M12B) family,Chordata,yes
