identifier,Protein families,Phylum,has_fragment,has_signal_peptide
F5CPD3,Snake three-finger toxin family,Chordata,no,yes
A0A2P1BSS8,Snake three-finger toxin family,Chordata,no,yes
Q9PRQ4,Snake three-finger toxin family,Chordata,yes,no
F5CPE3,Snake three-finger toxin family,Chordata,no,yes
Q53B47,Snake three-finger toxin family,Chordata,no,yes
A7X4S7,Snake three-finger toxin family,Chordata,no,yes
Q2VBP2,Snake three-finger toxin family,Chordata,no,yes
A7X4T2,Snake three-finger toxin family,Chordata,no,yes
Q53B48,Snake three-finger toxin family,Chordata,no,yes
A0A4P1LYC9,Snake three-finger toxin family,Chordata,no,no
F5CPE0,Snake three-finger toxin family,Chordata,no,yes
P24742,Snake three-finger toxin family,Chordata,yes,no
U3FAE1,Snake three-finger toxin family,Chordata,no,yes
U3EPL2,Snake three-finger toxin family,Chordata,no,yes
Q2VBP1,Snake three-finger toxin family,Chordata,no,yes
Q2VBP0,Snake three-finger toxin family,Chordata,no,yes
P0DL82,Snake three-finger toxin family,Chordata,no,no
Q2VBN9,Snake three-finger toxin family,Chordata,no,yes
Q4VRI0,Snake three-finger toxin family,Chordata,no,yes
Q53B52,Snake three-finger toxin family,Chordata,no,yes
P0CAR7,Snake three-finger toxin family,Chordata,yes,no
P86094,Snake three-finger toxin family,Chordata,no,no
P0DSN0,Snake three-finger toxin family,Chordata,no,no
P0DJB0,Snake three-finger toxin family,Chordata,yes,no
C0JAT4,Arthropod phospholipase D family,Arthropoda,yes,no
P0CE78,Arthropod phospholipase D family,Arthropoda,no,no
C0JAT9,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAT5,Arthropod phospholipase D family,Arthropoda,yes,no
P0CE79,Arthropod phospholipase D family,Arthropoda,no,yes
C0JAU1,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAT6,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAU2,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAT8,Arthropod phospholipase D family,Arthropoda,yes,no
P0CE80,Arthropod phospholipase D family,Arthropoda,no,yes
P0CE81,Arthropod phospholipase D family,Arthropoda,no,yes
P0CE82,Arthropod phospholipase D family,Arthropoda,yes,yes
Q4VDB5,Arthropod phospholipase D family,Arthropoda,no,no
Q56JA9,Arthropod phospholipase D family,Arthropoda,no,no
C0JAS6,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAS7,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAS8,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAT3,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAQ5,Arthropod phospholipase D family,Arthropoda,yes,no
P0CE83,Arthropod phospholipase D family,Arthropoda,no,yes
C0JAQ8,Arthropod phospholipase D family,Arthropoda,yes,no
P0CE84,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAQ9,Arthropod phospholipase D family,Arthropoda,yes,no
B2KKV8,Arthropod phospholipase D family,Arthropoda,yes,yes
C0JAR0,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAR2,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAR3,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAR7,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAR8,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAR9,Arthropod phospholipase D family,Arthropoda,yes,no
B2KKV6,Arthropod phospholipase D family,Arthropoda,no,yes
C0JAS0,Arthropod phospholipase D family,Arthropoda,yes,no
B2KKV7,Arthropod phospholipase D family,Arthropoda,yes,yes
C0JAS1,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAS2,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAS3,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAS4,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAV3,Arthropod phospholipase D family,Arthropoda,yes,no
Q4ZFU1,Arthropod phospholipase D family,Arthropoda,yes,yes
C0JAW6,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAY1,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAV4,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAV0,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAW7,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAY4,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAV5,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAV1,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAW8,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAY5,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAV6,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAV2,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAW9,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAY8,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAX0,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAY9,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAX1,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAZ0,Arthropod phospholipase D family,Arthropoda,yes,no
Q5YD77,Arthropod phospholipase D family,Arthropoda,no,no
C0JAV8,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAW4,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAY2,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAV9,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAW5,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAY3,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAW2,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAW0,Arthropod phospholipase D family,Arthropoda,yes,no
P0C2K0,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAV7,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAW3,Arthropod phospholipase D family,Arthropoda,yes,no
Q5YD75,Arthropod phospholipase D family,Arthropoda,no,no
C0JAU7,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAU8,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAU9,Arthropod phospholipase D family,Arthropoda,yes,no
Q7Z1Y7,Arthropod phospholipase D family,Arthropoda,no,yes
Q4ZFU2,Arthropod phospholipase D family,Arthropoda,yes,yes
C0JAU4,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAU6,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAU3,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAU5,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAX3,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAX4,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAX5,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAX7,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAX9,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAY0,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAX2,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAZ1,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAZ2,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAZ3,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB03,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAZ4,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAZ5,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAZ6,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAZ7,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAZ8,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB00,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB01,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB02,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAZ9,Arthropod phospholipase D family,Arthropoda,yes,no
K9USW8,Arthropod phospholipase D family,Arthropoda,no,no
C0JB04,Arthropod phospholipase D family,Arthropoda,yes,no
Q7Z1N0,Arthropod phospholipase D family,Arthropoda,yes,no
P0C2K2,Arthropod phospholipase D family,Arthropoda,yes,no
P0C2L0,Arthropod phospholipase D family,Arthropoda,yes,no
Q7M485,Arthropod phospholipase D family,Arthropoda,yes,no
P69502,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB07,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB08,Arthropod phospholipase D family,Arthropoda,yes,no
Q1W695,Arthropod phospholipase D family,Arthropoda,no,yes
C0JB05,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB06,Arthropod phospholipase D family,Arthropoda,yes,no
B2KKW0,Arthropod phospholipase D family,Arthropoda,no,yes
Q8I914,Arthropod phospholipase D family,Arthropoda,no,yes
C0JB10,Arthropod phospholipase D family,Arthropoda,yes,no
Q1KY80,Arthropod phospholipase D family,Arthropoda,no,no
C0JB11,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB09,Arthropod phospholipase D family,Arthropoda,yes,no
E5D3Z8,Arthropod phospholipase D family,Arthropoda,no,yes
E5D3Z9,Arthropod phospholipase D family,Arthropoda,yes,no
Q1KY79,Arthropod phospholipase D family,Arthropoda,no,no
Q8I913,Arthropod phospholipase D family,Arthropoda,no,yes
C0JB12,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB13,Arthropod phospholipase D family,Arthropoda,yes,no
P0C2L1,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB18,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB14,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB23,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB19,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB15,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB24,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB20,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB16,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB22,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB21,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB25,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB26,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB27,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB28,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB17,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB29,Arthropod phospholipase D family,Arthropoda,yes,no
P0DM60,Arthropod phospholipase D family,Arthropoda,no,yes
A4USB4,Arthropod phospholipase D family,Arthropoda,no,yes
C0JB31,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB32,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB30,Arthropod phospholipase D family,Arthropoda,yes,no
P23604,Peptidase S1 family,Arthropoda,no,no
P23605,Peptidase S1 family,Arthropoda,no,no
P15228,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q86M31,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P0CF39,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P0CF37,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
A0A6P8HC43,Venom Kunitz-type family,Cnidaria,no,yes
P0C2K1,Arthropod phospholipase D family,Arthropoda,yes,no
A0A0D4WTV1,Arthropod phospholipase D family,Arthropoda,yes,yes
Q2XQ09,Arthropod phospholipase D family,Arthropoda,no,yes
Q27Q54,Arthropod phospholipase D family,Arthropoda,no,yes
Q5YD76,Arthropod phospholipase D family,Arthropoda,no,no
Q8I912,Arthropod phospholipase D family,Arthropoda,no,yes
C0JB35,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB36,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB37,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB38,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB33,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB34,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB40,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB39,Arthropod phospholipase D family,Arthropoda,yes,no
Q1W694,Arthropod phospholipase D family,Arthropoda,no,yes
C0JB49,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB50,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB51,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB41,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB42,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB43,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB48,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB44,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB45,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB46,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB47,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB55,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB52,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB53,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB54,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB68,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB67,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB60,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB58,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB61,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB62,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB65,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB69,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB56,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB57,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB70,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB76,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB77,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB78,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB79,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB71,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB72,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB73,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB74,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB75,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB80,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB81,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB82,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB83,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB84,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB85,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB86,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB87,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB88,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB91,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB89,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB90,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB94,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB92,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB93,Arthropod phospholipase D family,Arthropoda,yes,no
P59891,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
P15221,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
A0A0D4WV12,Arthropod phospholipase D family,Arthropoda,no,no
Q76B45,Peptidase S1 family,Chordata,no,yes
P0C2K3,Arthropod phospholipase D family,Arthropoda,yes,no
P0C2K4,Arthropod phospholipase D family,Arthropoda,yes,no
P0C2K5,Arthropod phospholipase D family,Arthropoda,yes,no
P0C2K6,Arthropod phospholipase D family,Arthropoda,yes,no
P0C2K9,Arthropod phospholipase D family,Arthropoda,yes,no
Q8I6R2,Conotoxin M superfamily,Mollusca,no,yes
P0CY87,Conotoxin A superfamily,Mollusca,no,yes
H9N3R7,Conotoxin A superfamily,Mollusca,yes,no
P0CY75,Conotoxin A superfamily,Mollusca,no,yes
P0CAQ4,Conotoxin A superfamily,Mollusca,no,yes
Q6PTD7,Conotoxin A superfamily,Mollusca,no,yes
P0CAQ5,Conotoxin A superfamily,Mollusca,no,yes
Q6PPB3,Conotoxin A superfamily,Mollusca,no,yes
A1X8C6,Conotoxin A superfamily,Mollusca,yes,no
P0CB07,Conotoxin A superfamily,Mollusca,no,yes
P0CE73,Conotoxin A superfamily,Mollusca,no,yes
P0CY86,Conotoxin A superfamily,Mollusca,no,yes
P0C1V9,Conotoxin A superfamily,Mollusca,no,yes
Q6PTD5,Conotoxin A superfamily,Mollusca,no,yes
Q2I2R8,Conotoxin A superfamily,Mollusca,no,yes
Q6PTD1,Conotoxin A superfamily,Mollusca,no,yes
A0SE60,Conotoxin A superfamily,Mollusca,no,yes
P0C8V1,Conotoxin A superfamily,Mollusca,no,yes
P0C1W4,Conotoxin A superfamily,Mollusca,no,yes
Q9XZK6,Conotoxin A superfamily,Mollusca,no,yes
P0CY88,Conotoxin A superfamily,Mollusca,no,yes
P0CY76,Conotoxin A superfamily,Mollusca,yes,no
P0CY77,Conotoxin A superfamily,Mollusca,yes,no
D9IWN6,Conotoxin A superfamily,Mollusca,no,yes
D4HRK4,Conotoxin A superfamily,Mollusca,no,yes
Q9U619,Conotoxin A superfamily,Mollusca,no,yes
P85013,Conotoxin A superfamily,Mollusca,no,yes
A0A3G3C7S9,Conotoxin A superfamily,Mollusca,no,yes
P0CB08,Conotoxin A superfamily,Mollusca,no,yes
P0CE74,Conotoxin A superfamily,Mollusca,yes,no
P0C1W0,Conotoxin A superfamily,Mollusca,no,yes
P01520,Conotoxin A superfamily,Mollusca,no,no
Q8I6R5,Conotoxin A superfamily,Mollusca,yes,no
D4HRK7,Conotoxin A superfamily,Mollusca,yes,no
Q6PTD4,Conotoxin A superfamily,Mollusca,no,yes
Q2I2R7,Conotoxin A superfamily,Mollusca,no,yes
P56636,Conotoxin A superfamily,Mollusca,no,yes
A6M934,Conotoxin A superfamily,Mollusca,no,yes
P0DM23,Conotoxin A superfamily,Mollusca,no,yes
A1X8D8,Conotoxin A superfamily,Mollusca,yes,no
Q6PTD6,Conotoxin A superfamily,Mollusca,no,yes
P0DPM0,Conotoxin A superfamily,Mollusca,no,yes
E2DIH5,Conotoxin A superfamily,Mollusca,no,yes
A0A068B0Z6,Conotoxin A superfamily,Mollusca,yes,no
A0A3G3C7V0,Conotoxin A superfamily,Mollusca,no,yes
P0C1Y2,Conotoxin A superfamily,Mollusca,no,yes
Q2I2R6,Conotoxin A superfamily,Mollusca,no,yes
A0SE59,Conotoxin A superfamily,Mollusca,no,yes
A1X8D9,Conotoxin A superfamily,Mollusca,yes,no
P0DPM1,Conotoxin A superfamily,Mollusca,no,yes
E2DIH6,Conotoxin A superfamily,Mollusca,no,yes
P0CAQ8,Conotoxin A superfamily,Mollusca,yes,no
P0CAQ9,Conotoxin A superfamily,Mollusca,yes,no
