identifier,Protein families,Fragment,Phylum,Habitat,Class,Order
O73856,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9W6W9,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01443,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01461,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P60303,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01452,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
O73857,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P60310,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q98961,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01464,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01457,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P24779,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P25517,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9PS34,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q98965,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01465,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
O73858,Snake three-finger toxin family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P01445,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01466,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P86382,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
O73859,Snake three-finger toxin family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P49123,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q91124,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01460,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P60305,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P86540,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01454,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
A0A0U5AUY6,Snake three-finger toxin family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q9W6W6,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01453,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P86541,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P60311,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P60306,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P60307,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P60308,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P60309,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P0C944,Snake three-finger toxin family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P80245,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q91135,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P83345,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q91136,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P07525,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
B3EWR3,Snake three-finger toxin family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P01471,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P24776,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P24777,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
B3EWH9,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q2VBN5,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q2VBN4,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q2VBN7,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q53B46,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q69CK0,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q2VBN8,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P0C1Y9,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P0C1Z0,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P25681,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9PS08,Snake three-finger toxin family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P60234,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P60235,Snake three-finger toxin family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P60236,Snake three-finger toxin family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P85092,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P86419,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q53B49,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P25518,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P81030,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P18328,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P81031,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9PSN1,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q2VBN1,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q8QGR0,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q2VBN0,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P80494,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P80495,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01410,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01411,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01408,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01409,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P17696,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01407,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P25684,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01414,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P25683,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P22947,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
C0HJT5,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9W717,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P83346,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P0C554,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9YGI8,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P84716,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P0CAR2,Snake three-finger toxin family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P25676,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01415,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P43445,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9W727,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9DEQ3,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P82464,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P86544,Snake three-finger toxin family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
A8N286,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q8AY53,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9YGI0,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q8AY52,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q800Y3,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q7ZT13,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P79688,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P18329,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01406,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01405,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01404,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9PS09,Snake three-finger toxin family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q9PUB7,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9PRI1,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P19004,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P24778,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01474,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q8UUK0,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01473,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P62375,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P49122,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q91126,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P62390,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P62394,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P0C547,Snake three-finger toxin family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P14541,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q91137,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P62377,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q91996,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9W716,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P19003,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P14534,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P0C553,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P0C552,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01402,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P25678,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P25677,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P01413,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P28375,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P81946,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P60237,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P82462,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P82463,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
F5CPE6,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DKR6,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
C0HK04,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
C6JUP1,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
B3EWF8,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9PRQ2,Snake three-finger toxin family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P83302,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
A7X3M3,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DKS3,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P86421,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
K9MCX0,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q53B50,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
C0HJB0,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
F5CPE2,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
C6JUP3,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9PRQ3,Snake three-finger toxin family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q2VBN3,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
A8HDK2,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
A5X2W8,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
A7X6J0,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
F5CPD3,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9PRQ4,Snake three-finger toxin family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
F5CPE3,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q53B47,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
A7X4S7,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
A7X6I4,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q2VBP2,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
A7X4T2,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q53B48,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
F5CPE0,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P24742,Snake three-finger toxin family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q2VBP1,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q2VBP0,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DL82,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q2VBN9,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q4VRI0,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
Q53B52,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P0CAR7,Snake three-finger toxin family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P86094,Snake three-finger toxin family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DJB0,Snake three-finger toxin family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P84028,Other,,Arthropoda,terrestrial,Arachnida,Araneae
C0JAT4,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P0CE78,Arthropod phospholipase D family,,Arthropoda,terrestrial,Arachnida,Araneae
C0JAT9,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
C0JAT5,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P0CE79,Arthropod phospholipase D family,,Arthropoda,terrestrial,Arachnida,Araneae
C0JAU1,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
C0JAT6,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
C0JAU2,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
C0JAT8,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P0CE80,Arthropod phospholipase D family,,Arthropoda,terrestrial,Arachnida,Araneae
P0CE81,Arthropod phospholipase D family,,Arthropoda,terrestrial,Arachnida,Araneae
P0CE82,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
Q4VDB5,Arthropod phospholipase D family,,Arthropoda,terrestrial,Arachnida,Araneae
Q56JA9,Arthropod phospholipase D family,,Arthropoda,terrestrial,Arachnida,Araneae
C0JAS6,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
C0JAS7,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
C0JAS8,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
C0JAT3,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
C0JAQ5,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P0CE83,Arthropod phospholipase D family,,Arthropoda,terrestrial,Arachnida,Araneae
C0JAQ8,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P0CE84,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
C0JAQ9,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
B2KKV8,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
C0JAR0,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
C0JAR2,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
C0JAR3,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
C0JAR7,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
C0JAR8,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
