identifier,Protein families,Phylum,has_signal_peptide
Q1RP78,Phospholipase A2 family,Chordata,yes
P20474,Phospholipase A2 family,Chordata,yes
P0DQQ0,Phospholipase A2 family,Chordata,no
P86368,Phospholipase A2 family,Chordata,no
P00612,Phospholipase A2 family,Chordata,no
P00604,Phospholipase A2 family,Chordata,no
C7G1G6,Phospholipase A2 family,Chordata,yes
Q75S51,Phospholipase A2 family,Chordata,yes
Q02471,Phospholipase A2 family,Chordata,yes
P00613,Phospholipase A2 family,Chordata,no
P00605,Phospholipase A2 family,Chordata,no
P84674,Phospholipase A2 family,Chordata,no
P00609,Phospholipase A2 family,Chordata,no
P0CAS2,Phospholipase A2 family,Chordata,no
Q8UW30,Phospholipase A2 family,Chordata,yes
Q9PUH6,Phospholipase A2 family,Chordata,yes
P59071,Phospholipase A2 family,Chordata,no
C0HKC3,Phospholipase A2 family,Chordata,yes
Q9PUH5,Phospholipase A2 family,Chordata,yes
P86805,Phospholipase A2 family,Chordata,no
Q8UUH9,Phospholipase A2 family,Chordata,yes
P20253,Phospholipase A2 family,Chordata,no
P86806,Phospholipase A2 family,Chordata,no
P86169,Phospholipase A2 family,Chordata,no
P24027,Phospholipase A2 family,Chordata,yes
Q9I847,Phospholipase A2 family,Chordata,yes
P81166,Phospholipase A2 family,Chordata,no
P59264,Phospholipase A2 family,Chordata,no
P20254,Phospholipase A2 family,Chordata,no
P20258,Phospholipase A2 family,Chordata,no
P23026,Phospholipase A2 family,Chordata,yes
P00626,Phospholipase A2 family,Chordata,yes
P0CG56,Phospholipase A2 family,Chordata,no
O42187,Phospholipase A2 family,Chordata,yes
P81167,Phospholipase A2 family,Chordata,no
P59265,Phospholipase A2 family,Chordata,no
P04056,Phospholipase A2 family,Chordata,no
P20259,Phospholipase A2 family,Chordata,no
Q6EER2,Phospholipase A2 family,Chordata,yes
Q6H3C5,Phospholipase A2 family,Chordata,no
P14424,Phospholipase A2 family,Chordata,yes
P0CAS3,Phospholipase A2 family,Chordata,no
P62022,Phospholipase A2 family,Chordata,yes
A0A193CHJ5,Phospholipase A2 family,Chordata,yes
Q9I845,Phospholipase A2 family,Chordata,yes
P20256,Phospholipase A2 family,Chordata,no
P11407,Phospholipase A2 family,Chordata,yes
P86974,Phospholipase A2 family,Chordata,no
P0CAS4,Phospholipase A2 family,Chordata,no
C0HK16,Phospholipase A2 family,Chordata,no
Q9I844,Phospholipase A2 family,Chordata,yes
P04057,Phospholipase A2 family,Chordata,no
P0CAS5,Phospholipase A2 family,Chordata,no
Q9I843,Phospholipase A2 family,Chordata,yes
P20257,Phospholipase A2 family,Chordata,no
P0CAS6,Phospholipase A2 family,Chordata,no
Q9I842,Phospholipase A2 family,Chordata,yes
P20255,Phospholipase A2 family,Chordata,no
P0CAS7,Phospholipase A2 family,Chordata,no
Q9I837,Phospholipase A2 family,Chordata,yes
Q8UUH8,Phospholipase A2 family,Chordata,yes
Q8UUH7,Phospholipase A2 family,Chordata,yes
Q71QE8,Phospholipase A2 family,Chordata,yes
Q805A2,Phospholipase A2 family,Chordata,yes
Q8JIG0,Phospholipase A2 family,Chordata,yes
A8CG84,Phospholipase A2 family,Chordata,yes
Q90W39,Phospholipase A2 family,Chordata,yes
Q02517,Phospholipase A2 family,Chordata,yes
P06860,Phospholipase A2 family,Chordata,no
Q90Y77,Phospholipase A2 family,Chordata,yes
P59359,Phospholipase A2 family,Chordata,yes
P00622,Phospholipase A2 family,Chordata,no
C0HJL8,Phospholipase A2 family,Chordata,no
Q6EER4,Phospholipase A2 family,Chordata,yes
Q9DF52,Phospholipase A2 family,Chordata,yes
A6MEY4,Phospholipase A2 family,Chordata,yes
P0DPS4,Phospholipase A2 family,Chordata,no
Q6EER5,Phospholipase A2 family,Chordata,no
Q2YHJ2,Phospholipase A2 family,Chordata,yes
Q2YHJ7,Phospholipase A2 family,Chordata,yes
P81458,Phospholipase A2 family,Chordata,no
Q1ZY03,Phospholipase A2 family,Chordata,yes
P04417,Phospholipase A2 family,Chordata,no
P00610,Phospholipase A2 family,Chordata,no
P19000,Phospholipase A2 family,Chordata,yes
Q9I846,Phospholipase A2 family,Chordata,yes
Q8AXW7,Phospholipase A2 family,Chordata,yes
P14556,Phospholipase A2 family,Chordata,no
P00608,Phospholipase A2 family,Chordata,no
P20252,Phospholipase A2 family,Chordata,no
Q6EER6,Phospholipase A2 family,Chordata,no
A8E2V9,Phospholipase A2 family,Chordata,yes
P14420,Phospholipase A2 family,Chordata,no
Q8JFG0,Phospholipase A2 family,Chordata,yes
Q10755,Phospholipase A2 family,Chordata,no
P31854,Phospholipase A2 family,Chordata,yes
F8QN54,Phospholipase A2 family,Chordata,yes
P49121,Phospholipase A2 family,Chordata,yes
Q6JK69,Phospholipase A2 family,Chordata,yes
I6L8L6,Phospholipase A2 family,Chordata,no
Q90249,Phospholipase A2 family,Chordata,yes
P82114,Phospholipase A2 family,Chordata,yes
P58399,Phospholipase A2 family,Chordata,no
P10117,Phospholipase A2 family,Chordata,no
P00607,Phospholipase A2 family,Chordata,no
P24605,Phospholipase A2 family,Chordata,yes
P0DTS8,Phospholipase A2 family,Chordata,no
Q9I834,Phospholipase A2 family,Chordata,no
P82287,Phospholipase A2 family,Chordata,no
P81165,Phospholipase A2 family,Chordata,no
P0DUP2,Phospholipase A2 family,Chordata,no
Q9PVE3,Phospholipase A2 family,Chordata,yes
P58464,Phospholipase A2 family,Chordata,no
P70090,Phospholipase A2 family,Chordata,yes
P70089,Phospholipase A2 family,Chordata,yes
P0C616,Phospholipase A2 family,Chordata,yes
P29601,Phospholipase A2 family,Chordata,no
Q2YHJ9,Phospholipase A2 family,Chordata,yes
P18998,Phospholipase A2 family,Chordata,yes
Q6EAN6,Phospholipase A2 family,Chordata,yes
P04084,Phospholipase A2 family,Chordata,no
C0HKC1,Phospholipase A2 family,Chordata,no
P04361,Phospholipase A2 family,Chordata,no
C0HKC2,Phospholipase A2 family,Chordata,yes
P86453,Phospholipase A2 family,Chordata,no
P86975,Phospholipase A2 family,Chordata,no
Q9PVF3,Phospholipase A2 family,Chordata,yes
Q8UVU7,Phospholipase A2 family,Chordata,yes
Q2YHJ4,Phospholipase A2 family,Chordata,yes
Q2YHJ8,Phospholipase A2 family,Chordata,yes
P82950,Phospholipase A2 family,Chordata,no
G9I930,Phospholipase A2 family,Chordata,yes
Q45Z46,Phospholipase A2 family,Chordata,yes
P00615,Phospholipase A2 family,Chordata,yes
Q3HLQ4,Phospholipase A2 family,Chordata,yes
P23027,Phospholipase A2 family,Chordata,no
P0CG57,Phospholipase A2 family,Chordata,no
P30811,Phospholipase A2 family,Chordata,yes
Q9PVF4,Phospholipase A2 family,Chordata,yes
P23028,Phospholipase A2 family,Chordata,yes
Q6H3D6,Phospholipase A2 family,Chordata,yes
Q6H3D4,Phospholipase A2 family,Chordata,yes
Q6H3D2,Phospholipase A2 family,Chordata,yes
P00616,Phospholipase A2 family,Chordata,yes
Q6H3D3,Phospholipase A2 family,Chordata,yes
Q6H3D7,Phospholipase A2 family,Chordata,yes
Q6H3D5,Phospholipase A2 family,Chordata,yes
Q6H3D1,Phospholipase A2 family,Chordata,no
P17935,Phospholipase A2 family,Chordata,yes
Q2PWA3,Phospholipase A2 family,Chordata,yes
P48650,Phospholipase A2 family,Chordata,no
P0DMT3,Phospholipase A2 family,Chordata,no
P0DMT2,Phospholipase A2 family,Chordata,no
B5U6Y4,Phospholipase A2 family,Chordata,yes
P0DMT1,Phospholipase A2 family,Chordata,no
F8QN50,Phospholipase A2 family,Chordata,yes
Q9IAT9,Phospholipase A2 family,Chordata,no
P80963,Phospholipase A2 family,Chordata,yes
Q8UVZ7,Phospholipase A2 family,Chordata,yes
P08878,Phospholipase A2 family,Chordata,yes
O57385,Phospholipase A2 family,Chordata,yes
O42188,Phospholipase A2 family,Chordata,no
P0DKU1,Phospholipase A2 family,Chordata,no
P0DUN7,Phospholipase A2 family,Chordata,no
Q92152,Phospholipase A2 family,Chordata,yes
P84776,Phospholipase A2 family,Chordata,no
P22640,Phospholipase A2 family,Chordata,no
Q8JFG1,Phospholipase A2 family,Chordata,yes
Q10754,Phospholipase A2 family,Chordata,yes
A4VBF0,Phospholipase A2 family,Chordata,yes
P34180,Phospholipase A2 family,Chordata,yes
P14615,Phospholipase A2 family,Chordata,no
Q92084,Phospholipase A2 family,Chordata,yes
Q92085,Phospholipase A2 family,Chordata,yes
P14421,Phospholipase A2 family,Chordata,no
Q45Z42,Phospholipase A2 family,Chordata,yes
P00614,Phospholipase A2 family,Chordata,no
P0DP54,Phospholipase A2 family,Chordata,yes
Q8WS88,Phospholipase A2 family,Cnidaria,yes
Q6PXP0,Phospholipase A2 family,Arthropoda,no
Q9BMK4,Phospholipase A2 family,Arthropoda,no
Q7M4I5,Phospholipase A2 family,Arthropoda,no
P00630,Phospholipase A2 family,Arthropoda,yes
Q7M4I6,Phospholipase A2 family,Arthropoda,no
P82971,Phospholipase A2 family,Arthropoda,no
C0HJC1,Phospholipase A2 family,Chordata,no
D2X8K2,Phospholipase A2 family,Cnidaria,no
P0DMI6,Phospholipase A2 family,Arthropoda,no
P0C8L9,Phospholipase A2 family,Arthropoda,yes
Q6T178,Phospholipase A2 family,Arthropoda,no
P0DKU2,Phospholipase A2 family,Arthropoda,yes
C0HLF0,Phospholipase A2 family,Chordata,no
C1JAR9,Phospholipase A2 family,Arthropoda,yes
A7LCJ2,Phospholipase A2 family,Cnidaria,yes
I7GQA7,Phospholipase A2 family,Arthropoda,yes
P0DXZ6,Phospholipase A2 family,Arthropoda,yes
P0DQN1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DQN2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
C0HJW4,Short scorpion toxin superfamily,Arthropoda,no
P0DQO1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DM12,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DM13,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P84033,Peptidase S1 family,Arthropoda,no
Q9NJC5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9NJC7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9GQW3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9NJC8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9GNG8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9GQV6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P59899,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HLF8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q9GYX2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9GUA7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q4TUA4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q95P69,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9UAC9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9UAC8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0C5H3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P82815,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
M4GX67,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9NBW2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q95WD2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q56TT9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P56678,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P59356,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P59357,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P45697,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P58488,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q9BKJ1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9BKJ0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HLZ2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C9X4J9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HM43,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C9X4K0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C9X4K1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0C1X7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C9X4K3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C9X4K4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C9X4J8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C9X4K6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C9X4K7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C9X4K8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q68PG5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
H1ZZH9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HLZ1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q68PG4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
H1ZZI0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q68PG3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P63019,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
H1ZZI1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DRC6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DUI0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
H1ZZI2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
H1ZZI3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
H1ZZI4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DUI1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DUI2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
A0A7S8MU55,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P18926,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DQH5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P45666,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q86SE1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P01479,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q5MJP5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DJH8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P01488,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HLR3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HLZ3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HMA3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q68PH4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P59897,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P45667,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P15223,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HLF2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P01492,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DRB0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HMB8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60277,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P86406,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P84646,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P15224,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P56611,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q1I180,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DSO5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HLL9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60214,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P15226,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P56612,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DMM8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q2NME3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DRC7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DUI3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
A0A218QWY4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
A0A7S8RGC8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P84614,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
D5HR51,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
E7CLP6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q86SE0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P01484,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P01483,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HLR4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HMA4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q68PH3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P60163,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P59898,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HLF3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P01493,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P08900,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DRB1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HMB9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DJK8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P59355,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
F6K6F3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P59360,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P56609,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q1I179,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HJM9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HLM0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DQU7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60212,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P84631,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P68410,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P68411,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
A0A7S8MVA6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
A0A7S8MUG8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HMA9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
A0A7S8RFI7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q5G8A8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
B7FDP2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q86SD9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P01480,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0C910,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P13488,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HLR5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HMA5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q7Z1K9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P80076,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HLF4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P01494,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HMC0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P01487,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P15227,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P15225,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P56608,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DSO4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HLM1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60213,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P01496,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0C8X5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
A0A7S8MU78,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DMH9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
D5HR53,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DQH6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P45658,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
M1JBC0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P59354,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HMA6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q68PH1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q7Z1K8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P45662,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P58778,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60266,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HMC1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
F8UWP3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P83644,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P01489,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P58328,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P83435,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60215,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
H1ZZI5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
O77463,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q7Z1K7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
E7D082,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q7YT61,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q7Z1K6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
M1J7U4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P01482,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HMA7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P45663,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P58779,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HMC2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P01481,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0C5K8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P84693,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
H1ZZI6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P46115,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P56743,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
M1INJ1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q7Z1K5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P60267,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DUH8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P84685,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
H1ZZI7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HM71,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
M1JB54,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P59865,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DUH9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P59854,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q5G8B8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P84688,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
H1ZZI8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q2YHM1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
M1JMR8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q7YXD3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0CH40,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q9TWL0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q95WD1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DL83,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P54135,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
B7SNV8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q1I163,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
H1ZZH7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
H1ZZI9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HLG5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P04099,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q68PG6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q8WRY4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q95WC9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
F1CGT6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P09981,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P45698,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
H1ZZH8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HLZ0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q9BLM4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P60255,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P17728,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P01490,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
O61705,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9BLM3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P01486,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60256,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P58296,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q9N682,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P60257,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60258,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HK69,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q17254,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P09982,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DPT3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P59896,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P01491,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P60275,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60276,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P80950,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P56646,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P86408,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P86403,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
