identifier,Protein families,Phylum,has_fragment
B6DD11,Other,Arthropoda,no
B6DD12,Other,Arthropoda,no
B3FIV1,Other,Arthropoda,no
B6DD13,Other,Arthropoda,no
P0DQE0,Other,Arthropoda,no
P0DQC8,Other,Arthropoda,no
P0DQC9,Other,Arthropoda,no
P0DQD0,Other,Arthropoda,no
P0DQG2,Other,Arthropoda,no
P0DQG3,Other,Arthropoda,no
P0DQG4,Other,Arthropoda,no
P0DQG5,Other,Arthropoda,no
P0DQG6,Other,Arthropoda,no
P0DQG7,Other,Arthropoda,no
P68424,Other,Arthropoda,no
P0DQE4,Other,Arthropoda,no
P56676,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P82959,Other,Arthropoda,no
P82960,Other,Arthropoda,no
Q86C49,Other,Arthropoda,no
P0DQE5,Other,Arthropoda,no
P0DQE6,Other,Arthropoda,no
P61103,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P86269,Other,Arthropoda,no
P0DQN3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P83480,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B3EWH0,Other,Arthropoda,no
P83476,Other,Arthropoda,no
Q75WH1,Other,Arthropoda,yes
P61233,Other,Arthropoda,no
P61232,Other,Arthropoda,no
P0DL75,Other,Arthropoda,no
B3EWU1,Other,Arthropoda,no
B3EWU2,Other,Arthropoda,no
B3EWU3,Other,Arthropoda,no
B3EWU4,Other,Arthropoda,no
B3EWU5,Other,Arthropoda,no
B3EWU6,Other,Arthropoda,no
B3EWU8,Other,Arthropoda,no
P0DJ08,,Arthropoda,no
P0DUT2,Other,Arthropoda,no
P35777,Other,Arthropoda,no
P35781,Other,Arthropoda,no
P10736,Other,Arthropoda,no
D4P2Y4,Other,Arthropoda,no
P35782,Other,Arthropoda,no
P10737,Other,Arthropoda,yes
P0DPU2,Other,Arthropoda,no
P0DPU5,Other,Arthropoda,yes
P0DPU0,Other,Arthropoda,no
P0DPV2,Other,Arthropoda,no
P0DPU1,Other,Arthropoda,no
P0C8D4,Other,Arthropoda,yes
P0C8D6,Other,Arthropoda,yes
P0C8D5,Other,Arthropoda,yes
P0C8D7,Other,Arthropoda,yes
P0C8D8,Other,Arthropoda,yes
C0ITL3,Other,Arthropoda,yes
N0AAE6,Peptidase S1 family,Chordata,yes
N0A5N4,Peptidase S1 family,Chordata,yes
P85041,Venom Kunitz-type family,Chordata,yes
B2ZBB6,Venom Kunitz-type family,Arthropoda,no
P0C8W3,Venom Kunitz-type family,Arthropoda,no
P0DMJ6,Venom Kunitz-type family,Chordata,no
P0DJ47,Venom Kunitz-type family,Arthropoda,no
P0DJ79,Venom Kunitz-type family,Arthropoda,no
F8J2F4,Venom Kunitz-type family,Chordata,no
P0DJ66,Venom Kunitz-type family,Arthropoda,yes
F8J2F6,Venom Kunitz-type family,Chordata,no
Q589G4,Venom Kunitz-type family,Arthropoda,no
D2Y488,Venom Kunitz-type family,Mollusca,no
P68425,Venom Kunitz-type family,Arthropoda,no
D2Y489,Venom Kunitz-type family,Mollusca,yes
D2Y490,Venom Kunitz-type family,Mollusca,yes
D2Y491,Venom Kunitz-type family,Mollusca,yes
B4ESA2,Venom Kunitz-type family,Chordata,no
Q90W99,Venom Kunitz-type family,Chordata,no
P00992,Venom Kunitz-type family,Chordata,no
C1IC51,Venom Kunitz-type family,Chordata,no
P0DJ84,Venom Kunitz-type family,Arthropoda,no
P0DJ68,Venom Kunitz-type family,Arthropoda,no
P0DJ85,Venom Kunitz-type family,Arthropoda,no
B5KL41,Venom Kunitz-type family,Chordata,no
B5KL35,Venom Kunitz-type family,Chordata,no
D2Y2F5,Venom Kunitz-type family,Arthropoda,no
P0DJ76,Venom Kunitz-type family,Arthropoda,no
Q2ES47,Venom Kunitz-type family,Chordata,no
A6MFL4,Venom Kunitz-type family,Chordata,no
B5KL28,Venom Kunitz-type family,Chordata,no
B5KL30,Venom Kunitz-type family,Chordata,no
Q6ITB8,Venom Kunitz-type family,Chordata,no
Q90W98,Venom Kunitz-type family,Chordata,no
C1IC53,Venom Kunitz-type family,Chordata,no
Q9IAY3,Venom metalloproteinase (M12B) family,Chordata,yes
P20897,Venom metalloproteinase (M12B) family,Chordata,no
Q9IAY1,Venom metalloproteinase (M12B) family,Chordata,yes
P22796,Venom metalloproteinase (M12B) family,Chordata,no
Q9IAY0,Venom metalloproteinase (M12B) family,Chordata,yes
Q9IAY4,Venom metalloproteinase (M12B) family,Chordata,yes
Q9IAY2,Venom metalloproteinase (M12B) family,Chordata,yes
P0CB14,Venom metalloproteinase (M12B) family,Chordata,no
Q3ZD74,Venom metalloproteinase (M12B) family,Chordata,yes
P84907,Venom metalloproteinase (M12B) family,Chordata,no
Q9I9R4,Venom metalloproteinase (M12B) family,Chordata,yes
Q2EI26,Venom metalloproteinase (M12B) family,Chordata,no
C0HM67,Venom metalloproteinase (M12B) family,Chordata,no
U3KRG1,Venom metalloproteinase (M12B) family,Chordata,no
P20165,Venom metalloproteinase (M12B) family,Chordata,no
B7U492,Venom metalloproteinase (M12B) family,Chordata,no
P0DMH2,Venom metalloproteinase (M12B) family,Chordata,yes
P0DMH3,Venom metalloproteinase (M12B) family,Chordata,yes
P0DL29,Venom metalloproteinase (M12B) family,Chordata,yes
Q8JJ51,Venom metalloproteinase (M12B) family,Chordata,no
P86092,Venom metalloproteinase (M12B) family,Chordata,yes
C0LZJ5,Venom metalloproteinase (M12B) family,Chordata,no
P0DJ87,Venom metalloproteinase (M12B) family,Chordata,yes
Q10749,Venom metalloproteinase (M12B) family,Chordata,no
P81797,Venom metalloproteinase (M12B) family,Chordata,yes
P85005,Venom metalloproteinase (M12B) family,Chordata,yes
O93517,Venom metalloproteinase (M12B) family,Chordata,yes
O93518,Venom metalloproteinase (M12B) family,Chordata,yes
Q3HTN1,Venom metalloproteinase (M12B) family,Chordata,no
Q3HTN2,Venom metalloproteinase (M12B) family,Chordata,no
A2CJE2,Venom metalloproteinase (M12B) family,Chordata,yes
Q2LD49,Venom metalloproteinase (M12B) family,Chordata,no
Q9DGB9,Venom metalloproteinase (M12B) family,Chordata,no
C9E1S0,Venom metalloproteinase (M12B) family,Chordata,no
C9E1R8,Venom metalloproteinase (M12B) family,Chordata,no
A4PBQ9,Venom metalloproteinase (M12B) family,Chordata,no
Q4VM08,Venom metalloproteinase (M12B) family,Chordata,no
Q90282,Venom metalloproteinase (M12B) family,Chordata,no
Q4VM07,Venom metalloproteinase (M12B) family,Chordata,no
A2CJE3,Venom metalloproteinase (M12B) family,Chordata,yes
P83224,Other,Chordata,no
P83226,Other,Chordata,no
P83225,Other,Chordata,no
Q3SAF5,Other,Chordata,yes
Q3SAF1,Other,Chordata,yes
Q3SAF6,Other,Chordata,yes
Q3SAE9,Other,Chordata,yes
Q1ZYW0,Other,Chordata,yes
Q3SAE5,Other,Chordata,yes
Q3SAE7,Other,Chordata,yes
P83227,Other,Chordata,no
P83229,Other,Chordata,no
P83228,Other,Chordata,no
Q3SAF4,Other,Chordata,yes
Q3SAF0,Other,Chordata,yes
P83230,Other,Chordata,no
P83231,Other,Chordata,no
Q3SAF3,Other,Chordata,yes
Q3SAF8,Other,Chordata,no
Q3SAX8,Other,Chordata,yes
P86118,,Arthropoda,yes
P86107,,Arthropoda,yes
P86108,,Arthropoda,yes
P86109,,Arthropoda,yes
P86111,,Arthropoda,yes
P86112,,Arthropoda,yes
P0CJ05,,Arthropoda,no
P0CJ08,,Arthropoda,no
P86340,,Arthropoda,yes
P86337,,Arthropoda,yes
P33589,Peptidase S1 family,Chordata,no
P0C5B4,Peptidase S1 family,Chordata,no
P0C577,Peptidase S1 family,Chordata,yes
P18965,Peptidase S1 family,Chordata,no
Q8UVX1,Peptidase S1 family,Chordata,no
Q6T6S7,Peptidase S1 family,Chordata,no
Q9DF68,Peptidase S1 family,Chordata,no
Q8AY82,Peptidase S1 family,Chordata,no
A0A1I9KNP0,Peptidase S1 family,Chordata,no
D8MIA0,Peptidase S1 family,Chordata,yes
Q9YGJ9,Peptidase S1 family,Chordata,no
Q9PT40,Peptidase S1 family,Chordata,no
D8MIA1,Peptidase S1 family,Chordata,yes
Q71QJ4,Peptidase S1 family,Chordata,no
Q71QI0,Peptidase S1 family,Chordata,no
O13060,Peptidase S1 family,Chordata,no
Q5MCS0,Peptidase S1 family,Chordata,no
Q5W958,Peptidase S1 family,Chordata,no
Q7T229,Peptidase S1 family,Chordata,no
P0CV90,Peptidase S1 family,Chordata,yes
B5KGY9,Other,Chordata,no
B5G6H1,Other,Chordata,no
B5L5P8,Other,Chordata,no
B5G6H3,Other,Chordata,no
B5G6H4,Other,Chordata,no
P83952,Other,Chordata,no
B5G6G8,Other,Chordata,no
B5G6G9,Other,Chordata,no
B5G6H0,Other,Chordata,no
B5L5P9,Other,Chordata,no
B5G6H2,Other,Chordata,no
B5L5P2,Other,Chordata,no
B5L5N6,Other,Chordata,no
B5L5P5,Other,Chordata,no
B5G6H5,Other,Chordata,no
P60590,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P60774,Snake three-finger toxin family,Chordata,no
A8HDK0,Snake three-finger toxin family,Chordata,no
Q45Z11,Snake three-finger toxin family,Chordata,no
P25497,Snake three-finger toxin family,Chordata,no
P0DXT0,Snake three-finger toxin family,Chordata,no
A8HDJ4,Snake three-finger toxin family,Chordata,no
A8HDJ5,Snake three-finger toxin family,Chordata,no
F8J2G3,Snake three-finger toxin family,Chordata,no
P0CAR4,Snake three-finger toxin family,Chordata,yes
P19959,Snake three-finger toxin family,Chordata,no
A8HDJ8,Snake three-finger toxin family,Chordata,no
P01433,Snake three-finger toxin family,Chordata,no
P62376,Snake three-finger toxin family,Chordata,yes
Q8UW26,Snake three-finger toxin family,Chordata,no
Q5UFR7,Snake three-finger toxin family,Chordata,no
P10457,Snake three-finger toxin family,Chordata,no
Q9YGW9,Snake three-finger toxin family,Chordata,no
P01422,Snake three-finger toxin family,Chordata,no
P25675,Snake three-finger toxin family,Chordata,no
C0HM08,Snake three-finger toxin family,Chordata,no
P81031,Snake three-finger toxin family,Chordata,no
Q9PSN1,Snake three-finger toxin family,Chordata,no
Q2VBN1,Snake three-finger toxin family,Chordata,no
Q8QGR0,Snake three-finger toxin family,Chordata,no
Q2VBN0,Snake three-finger toxin family,Chordata,no
P80494,Snake three-finger toxin family,Chordata,no
P80495,Snake three-finger toxin family,Chordata,no
P01410,Snake three-finger toxin family,Chordata,no
P01411,Snake three-finger toxin family,Chordata,no
P01408,Snake three-finger toxin family,Chordata,no
P01409,Snake three-finger toxin family,Chordata,no
P17696,Snake three-finger toxin family,Chordata,no
P01407,Snake three-finger toxin family,Chordata,no
P25684,Snake three-finger toxin family,Chordata,no
P01414,Snake three-finger toxin family,Chordata,no
P25683,Snake three-finger toxin family,Chordata,no
P22947,Snake three-finger toxin family,Chordata,no
C0HJT5,Snake three-finger toxin family,Chordata,no
Q9W717,Snake three-finger toxin family,Chordata,no
P83346,Snake three-finger toxin family,Chordata,no
C0JAV0,Arthropod phospholipase D family,Arthropoda,yes
C0JAW7,Arthropod phospholipase D family,Arthropoda,yes
C0JAY4,Arthropod phospholipase D family,Arthropoda,yes
C0JAV5,Arthropod phospholipase D family,Arthropoda,yes
C0JAV1,Arthropod phospholipase D family,Arthropoda,yes
C0JAW8,Arthropod phospholipase D family,Arthropoda,yes
C0JAY5,Arthropod phospholipase D family,Arthropoda,yes
C0JAV6,Arthropod phospholipase D family,Arthropoda,yes
C0JAV2,Arthropod phospholipase D family,Arthropoda,yes
C0JAW9,Arthropod phospholipase D family,Arthropoda,yes
C0JAY8,Arthropod phospholipase D family,Arthropoda,yes
C0JAX0,Arthropod phospholipase D family,Arthropoda,yes
C0JAY9,Arthropod phospholipase D family,Arthropoda,yes
C0JAX1,Arthropod phospholipase D family,Arthropoda,yes
C0JAZ0,Arthropod phospholipase D family,Arthropoda,yes
Q5YD77,Arthropod phospholipase D family,Arthropoda,no
C0JAV8,Arthropod phospholipase D family,Arthropoda,yes
C0JAW4,Arthropod phospholipase D family,Arthropoda,yes
C0JAY2,Arthropod phospholipase D family,Arthropoda,yes
C0JAV9,Arthropod phospholipase D family,Arthropoda,yes
C0JB31,Arthropod phospholipase D family,Arthropoda,yes
C0JB32,Arthropod phospholipase D family,Arthropoda,yes
Q5BLY5,Other,Arthropoda,no
A0A2R4SV19,Other,Arthropoda,no
P83563,Other,Arthropoda,no
P84715,Other,Chordata,no
P0DW51,Other,Arthropoda,no
Q86QT2,,Arthropoda,no
P01500,,Arthropoda,no
P83451,Other,Arthropoda,yes
A0A0D4WV12,Arthropod phospholipase D family,Arthropoda,no
P0DV81,Other,Chordata,no
P0C7S8,Other,Arthropoda,no
P0DV80,Other,Chordata,no
P31351,Other,Chordata,no
P0DOZ3,,Mollusca,no
P0C844,Other,Mollusca,no
P0C849,Other,Mollusca,no
C0HKF6,Other,Mollusca,no
A1X8B9,Other,Mollusca,no
Q9XZK7,Other,Mollusca,no
P0CY78,Other,Mollusca,no
Q9BP56,Other,Mollusca,no
P60976,Other,Arthropoda,no
U5KJJ1,Other,Chordata,no
L0GBR1,Other,Arthropoda,no
P0C8S5,,Mollusca,no
P0DTJ9,Other,Mollusca,no
W4VSG7,Other,Mollusca,no
Q9BH51,Other,Mollusca,no
P0CY74,Other,Mollusca,yes
A0A2I6EDL4,Other,Mollusca,yes
P0C1N6,Other,Mollusca,no
P0DPJ6,Other,Mollusca,no
P0DQM8,Other,Mollusca,no
P0CG45,Other,Mollusca,no
P0DPJ7,Other,Mollusca,no
P69769,Other,Mollusca,no
A0A2I6EDL2,Other,Mollusca,no
P0DQO8,Other,Mollusca,no
P0DPJ8,Other,Mollusca,no
Q9BP44,Other,Mollusca,yes
P58926,Other,Mollusca,no
P58927,Other,Mollusca,no
Q9BP55,Other,Mollusca,yes
P0DP12,Other,Mollusca,no
P0DUR3,Other,Mollusca,no
P0DUR4,Other,Mollusca,no
D6C4L8,Other,Mollusca,no
A0A125S9E9,Other,Mollusca,no
Q2I2P8,Other,Mollusca,no
A0A5C2A2T2,Phospholipase A2 family,Mollusca,no
A0A5C1ZXT8,Phospholipase A2 family,Mollusca,no
A0A5C1ZW08,Phospholipase A2 family,Mollusca,no
P0DUA9,,Mollusca,no
P0DUC7,Other,Mollusca,no
P0DP16,Other,Mollusca,yes
P0DP20,Other,Mollusca,no
P0DP17,Other,Mollusca,no
P0DP13,Other,Mollusca,no
P0DP14,Other,Mollusca,no
P58785,Other,Mollusca,no
Q7ZT99,Other,Chordata,no
P86537,Other,Chordata,yes
A6MFK9,Other,Chordata,no
F8J2D4,Other,Chordata,no
P0DMT4,Other,Chordata,no
Q2XXQ0,Other,Chordata,yes
Q8JI40,Other,Chordata,no
Q91055,Other,Chordata,no
P0DL17,Other,Chordata,yes
Q3SB03,Other,Chordata,no
Q8JI38,Other,Chordata,no
Q2XXQ1,Other,Chordata,yes
P0DL16,Other,Chordata,yes
Q3SB04,Other,Chordata,no
Q7ZT98,Other,Chordata,no
P0DL18,Other,Chordata,yes
Q3SB06,Other,Chordata,no
Q3SB07,Other,Chordata,no
Q09GJ9,Other,Chordata,no
D6C4H5,Other,Mollusca,no
P0C906,Other,Mollusca,no
Q3YEG9,Other,Mollusca,no
Q9BPF3,Other,Mollusca,no
Q9BPF1,Other,Mollusca,no
P0C907,Other,Mollusca,no
D2Y173,Other,Mollusca,no
Q3YEH7,Other,Mollusca,no
Q9BH86,Other,Mollusca,no
Q9BPG0,Other,Mollusca,no
D2Y174,Other,Mollusca,no
Q1A3Q8,Other,Mollusca,no
P0C641,Other,Mollusca,no
C0KYC5,Other,Mollusca,no
Q9BPE0,Other,Mollusca,no
Q1A3Q6,Other,Mollusca,no
C0KYC6,Other,Mollusca,no
Q1A3Q5,Other,Mollusca,no
Q3YEH2,Other,Mollusca,no
Q1A3Q7,Other,Mollusca,no
Q9BPG6,Other,Mollusca,no
P81755,Other,Mollusca,no
P58848,Other,Mollusca,no
P0DQQ7,Other,Mollusca,no
P0DJL6,Other,Mollusca,no
Q1A3Q1,Other,Mollusca,no
P69764,Other,Mollusca,no
Q9U6Z6,Other,Mollusca,no
P84845,Other,Mollusca,no
P69765,Other,Mollusca,yes
D6C4H6,,Mollusca,no
A0A3G3C7T2,,Mollusca,yes
B3FIA6,Other,Mollusca,no
B3FIA5,Other,Mollusca,no
B1P1J3,Other,Arthropoda,no
E3P6P1,Other,Chordata,no
E3P6P0,Other,Chordata,no
E3P6P3,Other,Chordata,no
P81714,Other,Chordata,yes
E3P6P4,Other,Chordata,no
E3P6P2,Other,Chordata,no
E3P6N5,Other,Chordata,no
E3P6N6,Other,Chordata,no
Q2XXN5,Other,Chordata,no
E3P6N8,Other,Chordata,no
E3P6N7,Other,Chordata,no
E3P6N4,Other,Chordata,no
P0CF77,Other,Arthropoda,no
P0CH43,Other,Arthropoda,no
D2Y205,Other,Arthropoda,no
D2Y207,Other,Arthropoda,no
D2Y208,Other,Arthropoda,no
D2Y209,Other,Arthropoda,no
D2Y211,Other,Arthropoda,no
D2Y212,Other,Arthropoda,no
D2Y228,Other,Arthropoda,no
D2Y229,Other,Arthropoda,no
D2Y230,Other,Arthropoda,no
D2Y2D5,Other,Arthropoda,no
D2Y2D6,Other,Arthropoda,no
D2Y206,Other,Arthropoda,no
D2Y2I9,Other,Arthropoda,no
D2Y210,Other,Arthropoda,no
D2Y2K5,Other,Arthropoda,no
D2Y2K6,Other,Arthropoda,no
D2Y2J8,Other,Arthropoda,no
D2Y219,Other,Arthropoda,no
D2Y220,Other,Arthropoda,no
D2Y221,Other,Arthropoda,no
D2Y231,Other,Arthropoda,no
D2Y222,Other,Arthropoda,no
D2Y223,Other,Arthropoda,no
D2Y224,Other,Arthropoda,no
D2Y225,Other,Arthropoda,no
D2Y226,Other,Arthropoda,no
D2Y227,Other,Arthropoda,no
D2Y2D4,Other,Arthropoda,no
D2Y2J1,Other,Arthropoda,no
D2Y2J2,Other,Arthropoda,no
D2Y2J3,Other,Arthropoda,no
D2Y2J4,Other,Arthropoda,no
D2Y2J5,Other,Arthropoda,no
D2Y2J6,Other,Arthropoda,no
D2Y2J9,Other,Arthropoda,no
D2Y2K0,Other,Arthropoda,no
D2Y2I3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2Y1Y4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2Y1Y5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2Y1Z3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2Y1Z5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2Y1Z6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2Y1Y6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2Y1Y7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2Y1Y8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2Y1Y9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2Y1Z0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2Y1Z1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2Y1Z2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DL64,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
G4V4G1,,Arthropoda,no
P59888,Phospholipase A2 family,Arthropoda,no
Q9PTA2,,Chordata,yes
P85042,,Chordata,yes
P0CH54,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1C2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1D4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1D3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P83974,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1B7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1B8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1E8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1E9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1F0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1F1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1F2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1H2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1E4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1A0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1F5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1F6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1F7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1D7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1D8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
L0GCW2,Other,Arthropoda,no
Q5WQZ7,Other,Arthropoda,no
Q5WQZ9,Other,Arthropoda,no
P86121,Other,Arthropoda,yes
P0DL47,Other,Arthropoda,no
P0C2F4,Other,Arthropoda,no
Q0GY40,Other,Arthropoda,no
C5J891,Other,Arthropoda,yes
P56972,Other,Arthropoda,no
Q86QU4,Other,Arthropoda,no
Q86QU3,Other,Arthropoda,no
Q86QV8,Other,Arthropoda,no
P59940,Other,Arthropoda,no
Q86QV9,Other,Arthropoda,no
Q86QU2,Other,Arthropoda,no
Q86QV1,Other,Arthropoda,no
D9U2B3,,Arthropoda,yes
P0C5F0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0C5F1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P58910,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0C1N5,Other,Mollusca,no
C0HKZ3,Other,Mollusca,no
P0DPL2,Other,Mollusca,no
P0DPL3,Other,Mollusca,no
C0HL98,Other,Arthropoda,no
P0DRA1,Other,Arthropoda,no
P0DQZ4,Other,Arthropoda,no
P0C1Q8,Other,Arthropoda,no
P0DX32,Other,Arthropoda,no
P0DQT3,Other,Arthropoda,no
P84915,Other,Arthropoda,no
P69035,Other,Arthropoda,no
P0DRA2,Other,Arthropoda,no
P0C1Q9,Other,Arthropoda,no
P0DX33,Other,Arthropoda,no
P84914,Other,Arthropoda,no
P69036,Other,Arthropoda,no
P0DQZ5,Other,Arthropoda,no
Q2XXL6,Other,Chordata,yes
A6MFL5,Other,Chordata,no
Q3HXY0,Other,Chordata,no
Q5YF90,Other,Chordata,no
Q3HXY7,Other,Chordata,no
Q3HXZ1,Other,Chordata,no
Q3HXY3,Other,Chordata,no
Q3HXY9,Other,Chordata,no
Q3HXX8,Other,Chordata,no
A6MFL6,Other,Chordata,no
Q3HXX9,Other,Chordata,no
Q5YF89,Other,Chordata,no
Q3HXY6,Other,Chordata,no
Q3HXZ0,Other,Chordata,no
Q3HXY2,Other,Chordata,no
Q3HXY8,Other,Chordata,no
Q75WH5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DP95,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0C201,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
A0A1S4NYE8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DP98,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
Q9BP82,Conotoxin O1 superfamily,Mollusca,no
Q9U657,Conotoxin O1 superfamily,Mollusca,no
Q9BP81,Conotoxin O1 superfamily,Mollusca,no
Q9BP96,Conotoxin O1 superfamily,Mollusca,no
Q9BP80,Conotoxin O1 superfamily,Mollusca,no
Q9BP95,Conotoxin O1 superfamily,Mollusca,no
Q9BP79,Conotoxin O1 superfamily,Mollusca,no
Q9BP94,Conotoxin O1 superfamily,Mollusca,no
Q9BP78,Conotoxin O1 superfamily,Mollusca,no
P0DTY0,Conotoxin O1 superfamily,Mollusca,no
Q9BP93,Conotoxin O1 superfamily,Mollusca,no
Q9BP77,Conotoxin O1 superfamily,Mollusca,no
D2Y495,Conotoxin O1 superfamily,Mollusca,no
Q9XYZ0,Conotoxin O1 superfamily,Mollusca,no
D2Y496,Conotoxin O1 superfamily,Mollusca,no
D2Y4A0,Conotoxin O1 superfamily,Mollusca,yes
D2Y4A2,Conotoxin O1 superfamily,Mollusca,yes
P0C8V5,Conotoxin O1 superfamily,Mollusca,no
P0CB09,Conotoxin O1 superfamily,Mollusca,no
Q5K0C4,Conotoxin O1 superfamily,Mollusca,no
P0DTZ7,Conotoxin O1 superfamily,Mollusca,no
P0DUA0,Conotoxin O1 superfamily,Mollusca,no
P0DJB2,,Mollusca,no
A0A3G3C7S6,Conotoxin O1 superfamily,Mollusca,no
Q9BP99,Conotoxin O1 superfamily,Mollusca,no
P0C8V7,Conotoxin O1 superfamily,Mollusca,no
P0CB11,Conotoxin O1 superfamily,Mollusca,no
P0CY62,Conotoxin O1 superfamily,Mollusca,no
Q5K0C0,Conotoxin O1 superfamily,Mollusca,no
P0C904,Conotoxin O1 superfamily,Mollusca,no
Q2I2R2,Conotoxin O1 superfamily,Mollusca,no
Q3YED1,Conotoxin O1 superfamily,Mollusca,no
Q5K0D7,Conotoxin O1 superfamily,Mollusca,no
P0DW78,Conotoxin O1 superfamily,Mollusca,no
Q9XZL0,Conotoxin O1 superfamily,Mollusca,no
P69760,Conotoxin O1 superfamily,Mollusca,no
Q5K0C5,Conotoxin O1 superfamily,Mollusca,no
Q3YEG4,Conotoxin O1 superfamily,Mollusca,no
Q3YEG3,Conotoxin O1 superfamily,Mollusca,no
Q9BP97,Conotoxin O1 superfamily,Mollusca,no
Q9BHB7,Other,Mollusca,no
Q9BPD0,Other,Mollusca,no
A0A125S9F2,Other,Mollusca,no
Q9BPC1,Other,Mollusca,no
Q9BPC9,Other,Mollusca,no
Q9BPB9,Other,Mollusca,no
Q9BPC7,Other,Mollusca,no
Q3YEF9,Other,Mollusca,no
Q9BPC6,Other,Mollusca,no
Q3YEF7,Other,Mollusca,no
Q9BPB0,Other,Mollusca,no
Q3YEF8,Other,Mollusca,no
Q9BPC5,Other,Mollusca,no
Q9BPC4,Other,Mollusca,no
A0A3G3C7V6,Other,Mollusca,no
Q9BPC2,Other,Mollusca,no
G1AS73,Other,Mollusca,no
Q9BPC3,Other,Mollusca,no
Q9BPA7,Other,Mollusca,no
G1AS74,Other,Mollusca,no
W4VSF6,Other,Mollusca,no
Q9BP64,Other,Mollusca,no
Q9BP63,Other,Mollusca,no
Q9BP62,Other,Mollusca,no
Q9BP72,Other,Mollusca,no
Q9BP61,Other,Mollusca,no
Q9BP71,Other,Mollusca,no
Q9BP58,Other,Mollusca,no
Q9BP70,Other,Mollusca,no
Q9BP59,Other,Mollusca,no
Q9BP67,Other,Mollusca,no
Q9BP66,Other,Mollusca,no
Q9BP65,Other,Mollusca,no
Q9BP68,Other,Mollusca,no
Q9BP50,Other,Mollusca,yes
Q9BP76,Other,Mollusca,no
Q9BP75,Other,Mollusca,no
Q9BP74,Other,Mollusca,no
Q9BP73,Other,Mollusca,no
Q6STF1,Other,Chordata,no
J7H670,Other,Chordata,no
P81375,Other,Chordata,yes
A0A2U8QPE6,Other,Chordata,no
A8QL58,Other,Chordata,yes
P0C2D4,Other,Chordata,yes
P0DI91,Other,Chordata,yes
Q4JHE2,Other,Chordata,no
P81383,Other,Chordata,no
Q4JHE3,Other,Chordata,no
P0C2D5,Other,Chordata,yes
P0C2D6,Other,Chordata,yes
Q4JHE1,Other,Chordata,no
B0VXW0,Other,Chordata,no
P0DKR3,Phospholipase A2 family,Chordata,no
Q6H3D0,Phospholipase A2 family,Chordata,no
Q9PUH3,Phospholipase A2 family,Chordata,no
Q802I1,Phospholipase A2 family,Chordata,yes
