identifier,Protein families,Phylum,has_fragment,has_signal_peptide
F5CPE2,Snake three-finger toxin family,Chordata,no,yes
C6JUP3,Snake three-finger toxin family,Chordata,no,yes
A0A2P1BSU3,Snake three-finger toxin family,Chordata,no,yes
Q9PRQ3,Snake three-finger toxin family,Chordata,yes,no
Q2VBN3,Snake three-finger toxin family,Chordata,no,yes
A8HDK2,Snake three-finger toxin family,Chordata,no,yes
F5CPD3,Snake three-finger toxin family,Chordata,no,yes
A0A2P1BSS8,Snake three-finger toxin family,Chordata,no,yes
Q9PRQ4,Snake three-finger toxin family,Chordata,yes,no
F5CPE3,Snake three-finger toxin family,Chordata,no,yes
Q53B47,Snake three-finger toxin family,Chordata,no,yes
A7X4S7,Snake three-finger toxin family,Chordata,no,yes
Q2VBP2,Snake three-finger toxin family,Chordata,no,yes
A7X4T2,Snake three-finger toxin family,Chordata,no,yes
Q53B48,Snake three-finger toxin family,Chordata,no,yes
A0A4P1LYC9,Snake three-finger toxin family,Chordata,no,no
F5CPE0,Snake three-finger toxin family,Chordata,no,yes
P24742,Snake three-finger toxin family,Chordata,yes,no
U3FAE1,Snake three-finger toxin family,Chordata,no,yes
U3EPL2,Snake three-finger toxin family,Chordata,no,yes
Q2VBP1,Snake three-finger toxin family,Chordata,no,yes
Q2VBP0,Snake three-finger toxin family,Chordata,no,yes
P0DL82,Snake three-finger toxin family,Chordata,no,no
Q2VBN9,Snake three-finger toxin family,Chordata,no,yes
Q4VRI0,Snake three-finger toxin family,Chordata,no,yes
Q53B52,Snake three-finger toxin family,Chordata,no,yes
P0CAR7,Snake three-finger toxin family,Chordata,yes,no
P86094,Snake three-finger toxin family,Chordata,no,no
P0DSN0,Snake three-finger toxin family,Chordata,no,no
P0DJB0,Snake three-finger toxin family,Chordata,yes,no
P01534,Other,Cnidaria,no,no
P08380,Other,Cnidaria,no,no
C0HLS4,Other,Cnidaria,no,yes
C0HM68,Other,Cnidaria,yes,no
P0DUU4,,Mollusca,no,no
C0JAT4,Arthropod phospholipase D family,Arthropoda,yes,no
P0CE78,Arthropod phospholipase D family,Arthropoda,no,no
C0JAT9,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAT5,Arthropod phospholipase D family,Arthropoda,yes,no
P0CE79,Arthropod phospholipase D family,Arthropoda,no,yes
C0JAU1,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAT6,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAU2,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAT8,Arthropod phospholipase D family,Arthropoda,yes,no
P0CE80,Arthropod phospholipase D family,Arthropoda,no,yes
P0CE81,Arthropod phospholipase D family,Arthropoda,no,yes
P0CE82,Arthropod phospholipase D family,Arthropoda,yes,yes
Q4VDB5,Arthropod phospholipase D family,Arthropoda,no,no
Q56JA9,Arthropod phospholipase D family,Arthropoda,no,no
C0JAS6,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAS7,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAS8,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAT3,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAQ5,Arthropod phospholipase D family,Arthropoda,yes,no
P0CE83,Arthropod phospholipase D family,Arthropoda,no,yes
C0JAQ8,Arthropod phospholipase D family,Arthropoda,yes,no
P0CE84,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAQ9,Arthropod phospholipase D family,Arthropoda,yes,no
B2KKV8,Arthropod phospholipase D family,Arthropoda,yes,yes
C0JAR0,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAR2,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAR3,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAR7,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAR8,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAR9,Arthropod phospholipase D family,Arthropoda,yes,no
B2KKV6,Arthropod phospholipase D family,Arthropoda,no,yes
C0JAS0,Arthropod phospholipase D family,Arthropoda,yes,no
B2KKV7,Arthropod phospholipase D family,Arthropoda,yes,yes
C0JAS1,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAS2,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAS3,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAS4,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAV3,Arthropod phospholipase D family,Arthropoda,yes,no
Q4ZFU1,Arthropod phospholipase D family,Arthropoda,yes,yes
C0JAW6,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAY1,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAV4,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAV0,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAW7,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAY4,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAV5,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAV1,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAW8,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAY5,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAV6,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAV2,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAW9,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAY8,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAX0,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAY9,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAX1,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAZ0,Arthropod phospholipase D family,Arthropoda,yes,no
Q5YD77,Arthropod phospholipase D family,Arthropoda,no,no
C0JAV8,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAW4,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAY2,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAV9,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAW5,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAY3,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAW2,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAW0,Arthropod phospholipase D family,Arthropoda,yes,no
P0C2K0,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAV7,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAW3,Arthropod phospholipase D family,Arthropoda,yes,no
Q5YD75,Arthropod phospholipase D family,Arthropoda,no,no
C0JAU7,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAU8,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAU9,Arthropod phospholipase D family,Arthropoda,yes,no
Q7Z1Y7,Arthropod phospholipase D family,Arthropoda,no,yes
Q4ZFU2,Arthropod phospholipase D family,Arthropoda,yes,yes
C0JAU4,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAU6,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAU3,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAU5,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAX3,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAX4,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAX5,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAX7,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAX9,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAY0,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAX2,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAZ1,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAZ2,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAZ3,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB03,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAZ4,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAZ5,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAZ6,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAZ7,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAZ8,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB00,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB01,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB02,Arthropod phospholipase D family,Arthropoda,yes,no
C0JAZ9,Arthropod phospholipase D family,Arthropoda,yes,no
K9USW8,Arthropod phospholipase D family,Arthropoda,no,no
C0JB04,Arthropod phospholipase D family,Arthropoda,yes,no
Q7Z1N0,Arthropod phospholipase D family,Arthropoda,yes,no
P0C2K2,Arthropod phospholipase D family,Arthropoda,yes,no
P0C2L0,Arthropod phospholipase D family,Arthropoda,yes,no
Q7M485,Arthropod phospholipase D family,Arthropoda,yes,no
P69502,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB07,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB08,Arthropod phospholipase D family,Arthropoda,yes,no
Q1W695,Arthropod phospholipase D family,Arthropoda,no,yes
C0JB05,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB06,Arthropod phospholipase D family,Arthropoda,yes,no
B2KKW0,Arthropod phospholipase D family,Arthropoda,no,yes
Q8I914,Arthropod phospholipase D family,Arthropoda,no,yes
C0JB10,Arthropod phospholipase D family,Arthropoda,yes,no
Q1KY80,Arthropod phospholipase D family,Arthropoda,no,no
C0JB11,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB09,Arthropod phospholipase D family,Arthropoda,yes,no
E5D3Z8,Arthropod phospholipase D family,Arthropoda,no,yes
E5D3Z9,Arthropod phospholipase D family,Arthropoda,yes,no
Q1KY79,Arthropod phospholipase D family,Arthropoda,no,no
Q8I913,Arthropod phospholipase D family,Arthropoda,no,yes
C0JB12,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB13,Arthropod phospholipase D family,Arthropoda,yes,no
P0C2L1,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB18,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB14,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB23,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB19,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB15,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB24,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB20,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB16,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB22,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB21,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB25,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB26,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB27,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB28,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB17,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB29,Arthropod phospholipase D family,Arthropoda,yes,no
P0DM60,Arthropod phospholipase D family,Arthropoda,no,yes
A4USB4,Arthropod phospholipase D family,Arthropoda,no,yes
C0JB31,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB32,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB30,Arthropod phospholipase D family,Arthropoda,yes,no
Q177W0,,Arthropoda,no,yes
A0A8B0RBM2,Other,Arthropoda,no,yes
Q92035,Other,Chordata,no,yes
Q7LZG1,Other,Chordata,yes,no
W4VSJ0,Other,Arthropoda,no,yes
P23604,Peptidase S1 family,Arthropoda,no,no
P23605,Peptidase S1 family,Arthropoda,no,no
Q5BLY5,Other,Arthropoda,no,yes
Q3C257,Other,Cnidaria,no,yes
Q3C258,Other,Cnidaria,no,yes
P0DQJ2,,Cnidaria,no,yes
Q3C255,,Cnidaria,no,yes
Q3C256,,Cnidaria,no,yes
A0A2Z5Z9X0,Other,Cnidaria,no,yes
A0A2Z5Z9H5,Other,Cnidaria,no,yes
A0A8B7DWS6,Other,Cnidaria,no,yes
A0A8B6XDS4,Other,Cnidaria,no,yes
A0A8B6XS44,Other,Cnidaria,yes,yes
P0DQV6,Other,Cnidaria,no,yes
A0A8B6XWY5,Other,Cnidaria,no,yes
A0A8B7DY61,Other,Cnidaria,no,yes
P0DQV7,Other,Cnidaria,no,yes
P0C1H0,Other,Cnidaria,yes,no
Q5R231,Other,Cnidaria,no,yes
C5NSL2,Other,Cnidaria,no,yes
P0DL55,Other,Cnidaria,no,yes
Q86FQ0,Other,Cnidaria,no,yes
P81662,Other,Cnidaria,no,no
P0DN66,Other,Mollusca,yes,no
P0DN67,Other,Mollusca,yes,yes
C9EIC7,Other,Cnidaria,no,yes
P61914,Other,Cnidaria,no,yes
D2YZQ3,Other,Cnidaria,no,yes
Q76CA2,Other,Mollusca,no,yes
P0DL56,Other,Cnidaria,no,yes
P07845,Other,Cnidaria,no,no
P0C1H2,Other,Cnidaria,yes,no
Q9Y1U9,Other,Cnidaria,no,yes
Q93109,Other,Cnidaria,no,yes
P0DUW8,Other,Cnidaria,yes,no
P30833,Other,Cnidaria,yes,no
Q5I4B8,Other,Cnidaria,no,no
P58691,Other,Cnidaria,no,no
A0A515MEN7,Other,Cnidaria,no,no
P30834,Other,Cnidaria,no,yes
B9W5G6,Other,Cnidaria,no,no
P61915,Other,Cnidaria,no,yes
P0DUW9,Other,Cnidaria,yes,no
A0A515MEM9,Other,Cnidaria,no,no
Q5I2B1,Other,Cnidaria,no,no
A0A345GPN1,Other,Cnidaria,no,yes
P0C1H1,Other,Cnidaria,yes,no
P0DKQ8,Other,Mollusca,no,yes
P0DMX3,Other,Cnidaria,yes,no
P0DMX4,Other,Cnidaria,yes,no
P0C1F8,Other,Cnidaria,no,no
A0A6I8WFP9,,Cnidaria,no,no
P15228,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q86M31,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P69944,,Cnidaria,no,no
P69945,,Cnidaria,no,no
P61408,Other,Arthropoda,no,no
P61409,Other,Arthropoda,no,yes
Q7Q3J5,,Arthropoda,no,yes
P0DV64,,Arthropoda,no,no
P0DRC0,,Cnidaria,no,yes
P0DRC1,,Cnidaria,no,yes
P0DRC2,,Cnidaria,no,yes
P0DRC3,,Cnidaria,no,yes
O01949,Other,Arthropoda,no,yes
Q5MIT9,Other,Arthropoda,no,yes
Q7YT37,Other,Arthropoda,no,yes
D1FQ14,Other,Arthropoda,no,yes
A0A2R4SV19,Other,Arthropoda,no,yes
P83563,Other,Arthropoda,no,yes
P86348,,Chordata,yes,no
P0C1B5,Other,Arthropoda,no,no
P0CH48,,Arthropoda,no,no
P0CF39,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P0CH49,,Arthropoda,no,no
P0CF37,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
A0A1W6EVM7,,Arthropoda,no,yes
A0A1W6EVN2,,Arthropoda,no,yes
A0A1W6EVN4,,Arthropoda,no,yes
P85843,Other,Arthropoda,yes,no
P84715,Other,Chordata,no,yes
P0DKY6,Other,Chordata,no,no
P0DW51,Other,Arthropoda,no,no
P0C005,,Arthropoda,no,no
B3EWH2,,Chordata,no,no
Q86QT2,,Arthropoda,no,yes
P01500,,Arthropoda,no,yes
P50635,Other,Arthropoda,no,yes
E0D877,Other,Arthropoda,no,yes
Q5TVM9,Other,Arthropoda,no,yes
O96559,Other,Arthropoda,no,yes
Q95P65,Other,Arthropoda,no,yes
Q06K77,Other,Arthropoda,no,yes
Q9GTP7,Other,Arthropoda,no,yes
B3A0N5,Other,Arthropoda,no,yes
Q8MMH3,Other,Arthropoda,no,yes
A6P331,,Arthropoda,no,yes
A0A3G5BIC2,Other,Arthropoda,no,yes
A0A3G5BIB4,Other,Arthropoda,no,yes
A0A3G5BIB1,Other,Arthropoda,no,yes
P0DQJ1,Other,Arthropoda,no,yes
P0DQI8,Other,Arthropoda,no,yes
P0DQI9,Other,Arthropoda,no,yes
P0DQJ0,Other,Arthropoda,no,yes
P83451,Other,Arthropoda,yes,no
P86834,,Annelida,yes,no
A0A6P8HC43,Venom Kunitz-type family,Cnidaria,no,yes
P0C2K1,Arthropod phospholipase D family,Arthropoda,yes,no
P0C1T6,,Mollusca,no,yes
P0C1T7,,Mollusca,yes,yes
P0C1T8,,Mollusca,no,no
W8GNV3,Other,Arthropoda,no,yes
A0A088SG62,Other,Arthropoda,no,yes
P0DSI6,Other,Arthropoda,no,yes
A0A0D4WTV1,Arthropod phospholipase D family,Arthropoda,yes,yes
Q2XQ09,Arthropod phospholipase D family,Arthropoda,no,yes
Q27Q54,Arthropod phospholipase D family,Arthropoda,no,yes
Q5YD76,Arthropod phospholipase D family,Arthropoda,no,no
Q8I912,Arthropod phospholipase D family,Arthropoda,no,yes
C0JB35,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB36,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB37,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB38,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB33,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB34,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB40,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB39,Arthropod phospholipase D family,Arthropoda,yes,no
Q1W694,Arthropod phospholipase D family,Arthropoda,no,yes
C0JB49,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB50,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB51,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB41,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB42,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB43,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB48,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB44,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB45,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB46,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB47,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB55,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB52,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB53,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB54,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB68,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB67,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB60,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB58,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB61,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB62,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB65,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB69,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB56,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB57,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB70,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB76,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB77,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB78,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB79,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB71,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB72,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB73,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB74,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB75,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB80,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB81,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB82,Arthropod phospholipase D family,Arthropoda,yes,no
C0JB83,Arthropod phospholipase D family,Arthropoda,yes,no
